,p_val,avg_logFC,pct.1,pct.2,p_val_adj
HSPA1B,1.38186278319434e-137,-0.85491086839612,0.746,0.839,2.57841776716232e-133
HIST1H2AC,4.31726812971324e-137,0.581878041507553,0.807,0.503,8.05559060323194e-133
TMEM14C,1.35353867249472e-136,0.393160414864015,0.97,0.844,2.52556780900789e-132
S100A13,5.35409733044367e-132,0.416665173296968,0.955,0.787,9.99021020887484e-128
BZW2,6.68992022302472e-132,-0.381850807151484,0.182,0.503,1.24827221441418e-127
NDUFB1,2.29315155459802e-130,-0.424953970541335,0.28,0.6,4.27879148572445e-126
GRN,1.15928505144762e-129,0.435750319337159,0.749,0.447,2.16310997749612e-125
SNHG8,1.4263443703154e-129,-0.425915977177202,0.763,0.906,2.66141596057151e-125
EIF1B,1.54173696115814e-129,0.425030172080037,0.769,0.459,2.87672699582497e-125
SLC25A6,6.437364206207e-128,-0.390261275472397,0.815,0.933,1.20114778723616e-123
FOS,2.87649058596623e-127,-0.837819140621441,0.485,0.671,5.36724378435439e-123
TBCD,4.36161190343241e-125,-0.387307212820451,0.125,0.422,8.13833165061454e-121
TSPO,1.2861538167407e-124,0.35776803297366,0.406,0.093,2.39983440665647e-120
ATP6AP1,2.12512047056752e-124,0.410698693927777,0.822,0.56,3.96526228603194e-120
COX4I1,1.21771935788518e-123,-0.344264857796796,0.964,0.988,2.27214254987796e-119
SERP1,7.34191214060156e-123,0.396898860892307,0.807,0.513,1.36992738631484e-118
PFN2,4.3080442919307e-122,0.411216447943799,0.599,0.276,8.03837984431349e-118
CD164,5.1980413624046e-122,0.394144132009606,0.807,0.521,9.69902537811074e-118
MIF,6.36874938765885e-122,-0.452430153770613,1,0.999,1.18834494824326e-117
LCN15,7.17659637895774e-122,0.531720180185499,0.419,0.113,1.33908111834973e-117
THOC7,1.84114702693358e-121,0.394581083565908,0.69,0.385,3.43539623755537e-117
GABARAPL2,1.29764082717009e-120,-0.3533155069577,0.771,0.893,2.42126801941667e-116
PSMB9,6.14124626560227e-120,0.315094862497824,0.271,0.024,1.14589514069873e-115
MEG3,8.07600534114443e-120,-0.531729277292653,0.218,0.527,1.50690183660414e-115
SELENOK,4.4849736622137e-119,0.408430533684764,0.673,0.353,8.36851235632455e-115
ATP5MD,7.40608398883539e-119,-0.352823053584113,0.944,0.987,1.3819012114768e-114
NEAT1,2.10107283126213e-118,0.795221187327915,0.7,0.398,3.92039179585202e-114
EGR1,3.20864539722064e-116,-0.515893267979078,0.107,0.37,5.98701144667398e-112
RPLP2,7.87777731294072e-116,-0.311378699857189,0.999,0.999,1.46991446882161e-111
MAP1B,1.67236118995606e-115,-0.432098560537577,0.601,0.796,3.12045874433901e-111
YBX1,3.55244974854587e-114,-0.362394557372372,0.957,0.986,6.62851598581173e-110
P4HTM,4.60246453627158e-114,0.423387064108356,0.487,0.184,8.58773857822914e-110
PLP2,7.45503602133884e-114,0.412038643790311,0.857,0.621,1.39103517122161e-109
PSMB8,8.14864754983824e-114,0.425029720504469,0.46,0.157,1.52045614632432e-109
NDUFAF3,8.6586016608882e-114,0.414386219263889,0.485,0.189,1.61560848390513e-109
NDUFB4,9.94173762664749e-113,0.369472267866123,0.947,0.775,1.85502882375615e-108
CDC42,2.04107363409743e-112,-0.366628990663626,0.227,0.536,3.80843929386239e-108
RPS2,7.10279975041317e-111,-0.324945624841147,1,1,1.32531140542959e-106
ZNF684,1.38819090879378e-110,-0.336692116300351,0.097,0.362,2.59022541671832e-106
TMEM258,4.84043252742108e-110,-0.346561021773091,0.926,0.974,9.031763052915e-106
IGFBP5,9.71803964555869e-110,0.482350273420155,0.784,0.513,1.8132890174648e-105
PET100,1.00581169529724e-109,-0.378909313962012,0.281,0.576,1.87674404225513e-105
GTF2I,1.80151369052455e-109,-0.397723458059382,0.698,0.863,3.36144439514976e-105
PCNP,4.60993681481118e-109,0.374266721807571,0.635,0.323,8.60168110275617e-105
HSPA6,9.58102066690459e-109,-1.11066721670446,0.39,0.555,1.78772264623773e-104
SCIN,1.38912702164982e-108,0.277584648731926,0.276,0.034,2.5919721096964e-104
HSBP1,7.15688561461807e-108,-0.334934293097425,0.861,0.94,1.33540328683159e-103
CSTB,1.37703091488674e-107,0.350957054672836,0.961,0.844,2.56940198408716e-103
C4orf3,3.31511268461327e-107,0.420797178632167,0.786,0.505,6.18566875821991e-103
PON2,5.93324266473755e-106,0.385450078932721,0.653,0.355,1.10708374881338e-101
C7orf50,2.58971404604708e-105,-0.373845629180577,0.262,0.546,4.83214743851925e-101
ERVMER61-1,3.14113274205945e-105,-0.390284456907044,0.299,0.594,5.86103958340872e-101
GGCT,1.5920001343852e-103,-0.389923155059226,0.298,0.58,2.97051305074934e-99
S100A6,3.68594405435647e-103,0.35831579205791,0.998,0.982,6.87760301102373e-99
DLK1,2.18831769497949e-102,-0.409372942566326,0.045,0.253,4.08318198706223e-98
PPDPF,4.65768881191946e-101,0.364302161522841,0.994,0.972,8.69078155416052e-97
PGAM2,5.97855676313178e-101,-0.296679831734136,0.103,0.361,1.11553890643276e-96
SCG5,1.87817173076502e-100,0.407860236261876,0.972,0.902,3.50448063243445e-96
