,p_val,avg_logFC,pct.1,pct.2,p_val_adj
PCBD1,6.38957262148483e-62,0.423700552667409,0.983,0.879,1.19223035544285e-57
SELENOK,9.72667519274606e-62,0.506446600767019,0.703,0.302,1.81490032421449e-57
RPSA,4.52614801581036e-61,0.438764926931233,0.999,0.988,8.44533958270056e-57
PFN2,1.13483031921144e-60,0.487721151532575,0.678,0.284,2.11747989261663e-56
PSMB9,1.70474636747828e-60,0.380570863730923,0.338,0.016,3.18088624707773e-56
TBCD,1.77135304609279e-60,-0.472356477651392,0.133,0.475,3.30516764870455e-56
DPP7,4.34227242636045e-59,0.487792940185113,0.814,0.475,8.10224612034596e-55
ID4,7.82189978139834e-59,0.882822487755135,0.878,0.634,1.45948828021112e-54
NEFL,9.80059139882017e-59,-0.276176558651856,0.012,0.26,1.82869234910586e-54
P4HTM,1.3985862435831e-58,0.502068718931765,0.581,0.189,2.6096220719017e-54
PSMB8,1.57467906244505e-58,0.49860516065406,0.558,0.155,2.93819366261622e-54
NUPR1,1.66322025334272e-58,0.556441494660978,0.287,0.002,3.10340267071218e-54
RPS17,3.03362373552015e-58,-0.468867299450681,0.268,0.622,5.66043852810704e-54
EIF3L,3.2611313635894e-58,-0.463471140394566,0.54,0.817,6.08494501132146e-54
TERF2IP,3.53407241122227e-58,-0.45591391630989,0.428,0.759,6.59422571209964e-54
NDUFAF3,4.0366112021977e-58,0.492283853360425,0.55,0.161,7.53191284218069e-54
NPW,1.48153097136134e-57,-0.777714286727906,0.886,0.956,2.76438863946312e-53
NDUFA13,2.49783693157379e-57,-0.465248249576946,0.278,0.632,4.66071393062353e-53
NSG1,2.64427575631202e-57,-0.3047361088227,0.024,0.29,4.93395413370259e-53
S100A13,3.76960239298434e-57,0.451132781006489,0.947,0.73,7.03370110506949e-53
SERP1,4.79232870526649e-57,0.463472156121879,0.832,0.493,8.94200613115674e-53
AC010642.2,4.90176398765578e-57,-0.441663607383589,0.305,0.678,9.14620142456692e-53
HIST1H2AC,2.31801275107386e-56,0.599529592753758,0.806,0.443,4.32517999222872e-52
C4orf3,2.95696403603794e-56,0.529100694844743,0.8,0.447,5.5173991948432e-52
AL033527.3,3.2198007539144e-56,-0.521623175272326,0.585,0.769,6.00782622672888e-52
BZW2,3.33105000541091e-56,-0.41845430136706,0.214,0.567,6.21540620509622e-52
PON2,5.68483222948316e-56,0.474253687477968,0.714,0.328,1.06073284569926e-51
TUBB3,6.77590908123526e-56,-0.353793750621549,0.071,0.384,1.26431687546769e-51
NME1,6.82452195689914e-56,-0.444291785635128,0.241,0.583,1.27338755193781e-51
SCG5,8.94635315850029e-56,0.507584310650602,0.974,0.881,1.66930003584457e-51
MYL6,1.64145674479274e-55,0.41225314335934,0.996,0.97,3.06279414010878e-51
TPH1,2.04788284360491e-55,0.365839949968227,0.295,0.008,3.82114459788241e-51
ATP6AP1,2.58150201512661e-55,0.476915495698101,0.831,0.555,4.81682461002475e-51
BEX3,3.66032427583745e-55,0.442235852909026,0.986,0.944,6.82979906628509e-51
LCN15,5.24988681171673e-55,0.589829242150108,0.481,0.117,9.79576380198224e-51
SLC25A6,1.08650452694265e-54,-0.439360110260368,0.804,0.934,2.02730879682229e-50
RPL35,1.10782838306897e-54,-0.366213718274693,0.998,0.994,2.06709697996839e-50
ATP5MD,2.53488235196062e-54,-0.403414244517312,0.912,0.974,4.72983698052333e-50
TSPO,3.66518178111599e-54,0.394634347199943,0.446,0.085,6.83886268538433e-50
SPINK7,5.65891592494281e-54,-0.311217752816085,0.022,0.272,1.05589712243508e-49
CRIP2,4.95098511484517e-53,0.457287011323328,0.925,0.706,9.23804312578961e-49
PLP2,1.14407752205524e-51,0.486044564299058,0.863,0.602,2.13473424840286e-47
NDUFA11,1.89055703410473e-51,-0.423874089614687,0.513,0.744,3.52759036993602e-47
SON,2.77100191570448e-51,-0.454773213061426,0.427,0.746,5.17041247451299e-47
PARK7,6.91692778279904e-51,-0.41504325609859,0.79,0.899,1.29062955499247e-46
RPL27A,9.80307471542532e-51,-0.397755104238024,0.826,0.938,1.82915571115121e-46
MINOS1,1.18068268999986e-50,-0.400371349024722,0.613,0.841,2.20303583127074e-46
DDX18,2.61730622422313e-50,-0.428860372495662,0.231,0.588,4.88363168377794e-46
ELMO1,1.08197226812856e-49,-0.275017169860808,0.036,0.296,2.01885205510108e-45
RPS16,1.52300213617863e-49,-0.35138501931144,0.999,0.998,2.8417696858957e-45
STMP1,2.09344598747148e-49,0.408046226404341,0.905,0.684,3.90616086802304e-45
RPL31,3.35149286990429e-49,-0.365664684511778,0.981,0.99,6.25355054595442e-45
PCNP,4.80118225086739e-49,0.430025472140126,0.701,0.352,8.95852596189347e-45
GRN,8.21152714213781e-49,0.444913593908705,0.751,0.423,1.53218884945149e-44
SNHG19,1.2123887069614e-48,-0.286270520700581,0.064,0.354,2.26219608831927e-44
COX7C,1.43693942614349e-48,-0.328834130023584,0.991,0.992,2.68118527524113e-44
EGR1,1.64149928417942e-48,-0.604313160972679,0.129,0.427,3.06287351435038e-44
C12orf75,2.85526501313965e-48,0.507013239400945,0.826,0.547,5.32763898801727e-44
ATRAID,4.66874534655724e-48,0.433813071480269,0.81,0.513,8.71141194214115e-44
SEC11C,5.01197798598197e-48,0.512178296709254,1,0.998,9.35184972404375e-44
GSTP1,1.89780139472984e-47,0.385890604841513,0.996,0.952,3.54110762242641e-43
GYG1,2.25737246183713e-47,0.291103558714841,0.317,0.03,4.21203127654191e-43
TENT5A,3.78477384098869e-47,0.549178917828594,0.934,0.769,7.0620095099008e-43
CMIP,5.79021192485869e-47,-0.333607364804956,0.118,0.433,1.08039564305938e-42
SCIN,1.43274344065889e-46,0.309418965936424,0.331,0.038,2.67335598592543e-42
CFHR1,4.10836788400102e-46,-0.28367201733495,0.049,0.308,7.6658036347575e-42
UQCR11,2.84110750018818e-45,-0.383498905035465,0.767,0.891,5.30122248460112e-41
CEBPD,3.97022535932929e-45,0.475742599239282,0.562,0.217,7.40804349797251e-41
CFAP126,3.12018446455927e-44,0.388888057198232,0.315,0.038,5.82195219242114e-40
TSPAN1,4.19016876669069e-44,0.304682816841222,0.268,0.016,7.81843590176816e-40
HSPA1B,1.10245389982634e-43,-0.785916137299154,0.756,0.851,2.05706873168596e-39
NDUFB4,1.714936740665e-43,0.371591548423759,0.938,0.72,3.19990046440682e-39
KRT12,1.84988445624256e-43,0.410506513364512,0.617,0.264,3.451699406903e-39
DLK1,2.27277235080217e-43,-0.501105135784196,0.051,0.288,4.24076592936177e-39
CDKN1A,6.38288709733405e-43,0.624746298796042,0.687,0.356,1.19098290349156e-38
PGAM2,7.27254906476714e-43,-0.327436949281742,0.115,0.398,1.3569849299949e-38
RPL41,9.15560940644790e-43,-0.388134490611133,1,1,1.70834515914911e-38
SOD1,1.13008628435457e-42,0.365273436580407,0.976,0.901,2.10862799797719e-38
ELN,2.63703228979225e-42,-0.436955736862066,0.104,0.38,4.92043854952336e-38
LCN12,2.64144533585117e-42,0.281428609740171,0.278,0.024,4.9286728521647e-38
ZNF684,3.92255040535525e-42,-0.354319715070387,0.106,0.378,7.31908680135236e-38
HSPA5,4.96697337572546e-42,0.553932300001764,0.845,0.608,9.26787562176614e-38
CD74,5.76218037592484e-42,0.361892134748165,0.306,0.036,1.07516523634382e-37
TMEM61,6.3155466945982e-42,0.344421864508854,0.415,0.105,1.17841785774508e-37
FOS,1.04444680886485e-41,-0.830931680244278,0.502,0.688,1.94883330066092e-37
LAMP1,1.11572611093828e-41,0.389111948627999,0.498,0.175,2.08183335039973e-37
ATCAY,1.40325603254035e-41,-0.276445880272063,0.059,0.316,2.61833543111703e-37
GNRH2,1.65670308286697e-41,0.351826500665169,0.371,0.074,3.09124228232149e-37
NDUFB5,3.36055778218293e-41,0.394757618549284,0.648,0.336,6.27046476577512e-37
CLIP3,3.75975503806398e-41,-0.307061339528793,0.098,0.382,7.01532692552358e-37
RET,6.49123600746535e-41,0.319459959618898,0.335,0.054,1.21119972663296e-36
SCGB2A1,7.65146862656991e-41,0.449081226161469,0.568,0.229,1.42768753103168e-36
ERVMER61-1,9.14050679123852e-41,-0.397406480406466,0.327,0.622,1.70552716217719e-36
S100A6,1.92416361685393e-40,0.351333906527697,0.996,0.976,3.59029689268774e-36
TMEM176B,1.97804580197023e-40,0.398368546532886,0.749,0.435,3.69083566189625e-36
MAD1L1,2.59409132101683e-40,-0.273336840275629,0.069,0.326,4.84031499588531e-36
C7orf50,2.87478786527154e-40,-0.375251322441083,0.292,0.573,5.36406667781016e-36
LSR,4.01197483644149e-40,0.359447544657647,0.456,0.145,7.48594384731618e-36
HSPA6,4.43609209693241e-40,-1.24032931023114,0.397,0.573,8.27730424366619e-36
SYT11,6.29531561430384e-40,-0.363790410385465,0.188,0.483,1.17464294047295e-35
RPL21,8.76875666213054e-40,-0.312227547288615,0.986,0.98,1.63616230558694e-35
POLR2H,8.97537160379446e-40,0.374185078081358,0.656,0.338,1.67471458755201e-35
BEX1,9.5276200880102e-40,0.369981957277894,0.96,0.851,1.77775863222182e-35
MANF,1.06358497883169e-39,0.451263607599874,0.485,0.179,1.98454321200205e-35
COX4I1,1.75005044409139e-39,-0.310348558044703,0.961,0.978,3.26541912363012e-35
CMTM8,3.86933962807614e-39,0.284070659402327,0.344,0.064,7.21980081202727e-35
AL033527.5,4.06264777927759e-39,-0.325671490258111,0.13,0.402,7.58049449135405e-35
IMPA2,4.16383092429833e-39,0.264870635022639,0.279,0.03,7.76929212164825e-35
SUMO2,9.78561328162296e-39,0.281430298217747,0.998,0.986,1.82589758221803e-34
GGH,1.69645380330607e-38,0.527643296968965,0.674,0.408,3.16541315158879e-34
SVIP,2.2994292131268e-38,-0.411709350703324,0.452,0.702,4.2905049687733e-34
HGF,2.52701038493976e-38,0.438983619000957,0.863,0.624,4.71514867725909e-34
TMEM176A,3.74690153180619e-38,0.445124932655915,0.681,0.376,6.99134356819716e-34
EIF4A1,4.42393639126792e-38,-0.330553149575436,0.244,0.549,8.25462291246681e-34
PSMD6,4.77062315592605e-38,0.354438220795949,0.504,0.199,8.90150574664241e-34
NOP53,8.33767932454996e-38,-0.382415641351811,0.418,0.698,1.55572758516778e-33
FMC1,9.10287767850258e-38,-0.365056787673471,0.308,0.596,1.6985059460318e-33
HEXB,1.05933322858876e-37,0.36247584735925,0.519,0.211,1.97660987122376e-33
ANO10,1.63497888475743e-37,0.33528010455076,0.464,0.153,3.05070710106888e-33
ATP5PO,1.91115194547141e-37,-0.325867985251296,0.274,0.565,3.5660184150551e-33
RPL17,2.38777494170979e-37,-0.354908980179194,0.769,0.881,4.45534926373629e-33
GDF15,2.41504645142787e-37,0.892496327619122,0.332,0.066,4.50623517371927e-33
KLHL23,3.53979788810786e-37,-0.326560171384141,0.177,0.473,6.60490887942045e-33
TRA2A,4.19150486807449e-37,-0.36437451901924,0.19,0.487,7.82092893334019e-33
FOLR1,4.35620866565945e-37,0.307474791470423,0.35,0.074,8.12824974925397e-33
MYL12B,5.73988795013225e-37,0.380775489554137,0.909,0.75,1.07100569261518e-32
KLK11,8.19532854564263e-37,0.332045063779922,0.392,0.099,1.52916635333146e-32
MRPL33,1.0974190938546e-36,-0.343640894661877,0.612,0.817,2.0476742872233e-32
IGFBP5,1.28865123437069e-36,0.451503116742031,0.774,0.493,2.40449433821226e-32
PCLO,1.29353879611746e-36,-0.376858744743212,0.236,0.533,2.41361403967557e-32
FAM3B,1.43594190897521e-36,0.370046062393974,0.751,0.479,2.67932400795685e-32
ELOB,2.03940643201049e-36,-0.307988704833619,0.905,0.964,3.80532846148837e-32
RPL28,2.22418877332656e-36,-0.296529860750931,1,1,4.15011383215004e-32
CDC42,2.39542815643774e-36,-0.340798238194214,0.262,0.567,4.46962939709718e-32
RGS2,3.8545230384563e-36,-0.552291654974384,0.308,0.539,7.19215453745561e-32
EEF1E1,4.58916171765858e-36,-0.328843735981671,0.252,0.533,8.56291684897915e-32
MACF1,9.53610428472432e-36,-0.573797703005438,0.802,0.855,1.77934169848671e-31
CACNA2D1,1.01087301926342e-35,-0.353696863772102,0.218,0.511,1.88618796664362e-31
H3F3A,1.22601872003941e-35,0.284479889453304,1,1,2.28762832972154e-31
SGK1,2.02822028078285e-35,-0.357338767464715,0.095,0.344,3.78445622191272e-31
RPL22L1,2.35865011828336e-35,0.391850456039154,0.715,0.423,4.40100525570493e-31
MAP1LC3B,2.36541771455334e-35,-0.369110167583366,0.319,0.586,4.41363291358507e-31
FAM81B,2.55367006585045e-35,0.304949684754126,0.274,0.036,4.76489297587036e-31
IL17RB,3.89534232490683e-35,0.348492922167884,0.419,0.133,7.26831924404366e-31
PHF14,1.10901144155809e-34,-0.340078318414774,0.593,0.803,2.06930444880323e-30
ELAVL3,1.14280398050502e-34,-0.261167041915806,0.087,0.338,2.13235794722432e-30
NDUFB1,1.63219500632452e-34,-0.347568323808611,0.279,0.543,3.04551266230092e-30
GGCT,1.84588106687578e-34,-0.365525901245086,0.354,0.618,3.44422948268352e-30
CAPN2,2.57259182279489e-34,0.368465653536414,0.527,0.229,4.80019908215299e-30
AKT3,2.59255447675577e-34,-0.263937940706309,0.105,0.364,4.83744739817859e-30
WDR6,2.84540318580503e-34,0.37256775576589,0.509,0.207,5.3092378043936e-30
SRSF9,3.81073861733672e-34,0.34774838735367,0.822,0.61,7.11045718608858e-30
SERF2,4.59191379241996e-34,0.261081181137755,0.999,0.992,8.5680519452764e-30
TBCA,4.84172121239948e-34,0.266097749406207,1,0.996,9.03416761021619e-30
COX6C,7.22502551585862e-34,-0.318233860937244,0.928,0.978,1.34811751100406e-29
UQCR10,7.2446903337189e-34,-0.338552456267024,0.683,0.823,1.35178676936861e-29
RPS26,7.31660790856413e-34,-0.294264759624413,1,1,1.36520586965898e-29
RPS23,8.02056402364931e-34,-0.314349861900253,1,1,1.49655704117273e-29
BPHL,8.09516113014195e-34,-0.273025450987573,0.117,0.374,1.51047611527319e-29
NXPH4,9.98623788194559e-34,0.314164662537548,0.406,0.119,1.86333212639223e-29
NEAT1,1.15324403182797e-33,0.542575268159147,0.665,0.368,2.15183803898781e-29
IGSF8,1.85027799619372e-33,0.35088104499324,0.504,0.211,3.45243371309787e-29
CDKN2C,1.97509466550286e-33,0.360586769170088,0.487,0.185,3.68532913636178e-29
GABARAPL2,3.32770950790354e-33,-0.314998659319642,0.783,0.903,6.20917317079721e-29
PODXL2,5.04243002962403e-33,0.372722082095253,0.542,0.266,9.40867019227549e-29
HLA-E,5.84376057977266e-33,0.335551143988657,0.269,0.042,1.09038728657978e-28
MT-ND2,9.90913863894914e-33,0.58157847094995,0.986,0.986,1.84894617864152e-28
MLF1,9.95957076708215e-33,0.349393483174148,0.415,0.137,1.85835630942986e-28
ASCL1,1.24314266558429e-32,0.469783786994222,0.935,0.863,2.31957989971373e-28
LSM3,1.82510371428431e-32,0.343333839357857,0.644,0.362,3.40546102048309e-28
DSTN,2.86927733564807e-32,0.272030542370745,0.983,0.946,5.35378458058573e-28
GEM,3.17015748329404e-32,-0.283176183407596,0.066,0.288,5.91519684807835e-28
SNHG7,4.49288354107344e-32,0.438859174891931,0.945,0.827,8.38327139928894e-28
ERICH1,5.66183244832454e-32,-0.252026483529849,0.084,0.322,1.05644131653288e-27
NRN1,6.9377502633536e-32,0.314498043684444,0.858,0.592,1.29451482163915e-27
ARL2,7.3239565309376e-32,-0.281712795967965,0.18,0.453,1.36657704910765e-27
ARL4A,7.43586449357964e-32,-0.404322030540836,0.175,0.423,1.38745795585702e-27
TMEM59,7.58446283410336e-32,0.310149710018446,0.97,0.887,1.41518492021535e-27
PRDX4,8.62203008323163e-32,0.354124187005481,0.894,0.73,1.60878459323019e-27
RPS25,9.04707444257672e-32,-0.263139382353418,0.983,0.998,1.68809362024039e-27
CDH18,1.0605263109782e-31,0.306817639886999,0.359,0.099,1.97883604365423e-27
CD47,1.75423411945074e-31,0.359575690424842,0.662,0.412,3.27322544348314e-27
DAAM1,1.78476172813447e-31,-0.281264344208092,0.129,0.382,3.33018690852611e-27
PSMD7,2.02964028627335e-31,-0.295407125563857,0.239,0.487,3.78710581015744e-27
TMEM141,2.54375589850801e-31,0.340622948961255,0.505,0.223,4.74639413102609e-27
CBLN2,2.69710818135775e-31,0.357009821136175,0.842,0.634,5.03253415559543e-27
SNHG8,2.78237840620653e-31,-0.360172598356495,0.724,0.861,5.19163986814076e-27
BACE2,2.9796600476481e-31,0.276439604527827,0.292,0.056,5.5597476829066e-27
MT-ATP8,4.83817023138689e-31,0.392726205389241,0.521,0.254,9.0275418347448e-27
PRDX3,5.69375453916926e-31,0.339988009672666,0.823,0.628,1.06239765946359e-26
SLC9A3R2,6.21953109883702e-31,0.284222563461573,0.391,0.123,1.160502307732e-26
ALCAM,1.19883427704561e-30,0.356350741909745,0.548,0.266,2.23690487753941e-26
NEFM,1.81939181988264e-30,-0.268202365490245,0.054,0.252,3.39480319671903e-26
SNX3,1.88084534577954e-30,0.323848439398814,0.878,0.702,3.50946933069005e-26
PTGES3,2.38283088972951e-30,0.305331161203235,0.969,0.909,4.44612415714629e-26
