,8,9,10,11,12
SOX4,0.0395256916996047,0.232558139534884,0.808080808080808,1,0.0689655172413793
CASC15,0,0,0.0303030303030303,0.0576923076923077,0
DCDC2,0,0,0,0.634615384615385,0
MRS2,0.0118577075098814,0.0290697674418605,0.0202020202020202,0.0384615384615385,0.0344827586206897
ALDH5A1,0,0.00581395348837209,0,0.0192307692307692,0.0344827586206897
KIAA0319,0,0.00581395348837209,0,0,0
TDP2,0.0671936758893281,0.13953488372093,0.0505050505050505,0.0961538461538462,0
ACOT13,0.0316205533596838,0.104651162790698,0.0606060606060606,0.0961538461538462,0
C6orf62,0.0513833992094862,0.127906976744186,0.111111111111111,0.0961538461538462,0.0344827586206897
GMNN,0.0592885375494071,0.0290697674418605,0.0707070707070707,0.173076923076923,0
RIPOR2,0.189723320158103,0.0465116279069767,0.0101010101010101,0,0
CARMIL1,0.00790513833992095,0,0,0.0192307692307692,0
SCGN,0.00790513833992095,0.0116279069767442,0,0.0384615384615385,0.0344827586206897
SLC17A4,0,0,0,0.0961538461538462,0
SLC17A1,0,0,0,0.0961538461538462,0
SLC17A3,0,0,0,0.0961538461538462,0
TRIM38,0.0671936758893281,0.127906976744186,0.0303030303030303,0.0192307692307692,0
HIST1H3A,0.0237154150197628,0.00581395348837209,0,0,0
HIST1H4B,0.00395256916996047,0,0.0101010101010101,0,0
HIST1H2BB,0.00395256916996047,0.00581395348837209,0.0202020202020202,0,0
HIST1H1C,0.264822134387352,0.116279069767442,0.0808080808080808,0.961538461538462,0.172413793103448
HFE,0,0.0116279069767442,0.0202020202020202,0,0
HIST1H4C,0.0988142292490119,0.11046511627907,0.101010101010101,0.0576923076923077,0.172413793103448
HIST1H2BC,0.0316205533596838,0.00581395348837209,0.0202020202020202,0.0576923076923077,0
HIST1H2AC,0.102766798418972,0.063953488372093,0.0909090909090909,0.442307692307692,0.0344827586206897
HIST1H1E,0.521739130434783,0.0290697674418605,0.0101010101010101,0.0384615384615385,0
HIST1H2BD,0.0237154150197628,0.00581395348837209,0.0101010101010101,0.0384615384615385,0
HIST1H2BF,0.0197628458498024,0,0,0,0
HIST1H2BG,0.0158102766798419,0.0116279069767442,0.0202020202020202,0,0
HIST1H2AE,0.0237154150197628,0.00581395348837209,0.0202020202020202,0,0
HIST1H1D,0.0513833992094862,0.0290697674418605,0.0303030303030303,0,0
HIST1H2BH,0.0395256916996047,0.00581395348837209,0,0,0
HIST1H4H,0.00790513833992095,0.0116279069767442,0,0,0
BTN3A2,0.150197628458498,0.0174418604651163,0.131313131313131,0.0192307692307692,0
BTN2A2,0.0355731225296443,0,0.0202020202020202,0.0192307692307692,0
BTN3A1,0.0513833992094862,0.0232558139534884,0.0404040404040404,0,0.0344827586206897
BTN3A3,0.0276679841897233,0.0116279069767442,0.0505050505050505,0,0
BTN2A1,0.0592885375494071,0.0406976744186047,0.101010101010101,0.0576923076923077,0
HCG11,0.00790513833992095,0.0116279069767442,0,0,0
HMGN4,0.173913043478261,0.063953488372093,0,0.0769230769230769,0.0689655172413793
ABT1,0.0474308300395257,0.0348837209302326,0.0505050505050505,0.0192307692307692,0
ZNF322,0.0276679841897233,0,0.0202020202020202,0.0769230769230769,0
HIST1H2BJ,0.0316205533596838,0.0232558139534884,0,0,0
HIST1H2AG,0.0316205533596838,0,0,0,0
HIST1H2BK,0.0790513833992095,0.0581395348837209,0.0303030303030303,0.153846153846154,0
HIST1H2AH,0.0276679841897233,0,0.0101010101010101,0,0
PRSS16,0.0118577075098814,0,0,0,0
ZNF184,0.0355731225296443,0.00581395348837209,0.0101010101010101,0,0
AL009179.1,0.0158102766798419,0,0,0,0.0344827586206897
HIST1H2AI,0.0711462450592885,0,0.0101010101010101,0,0
HIST1H3H,0.0474308300395257,0.0581395348837209,0,0,0.0344827586206897
HIST1H2BN,0.08300395256917,0.0290697674418605,0.0101010101010101,0,0
HIST1H2AK,0.0118577075098814,0,0.0101010101010101,0,0
HIST1H2AL,0.0118577075098814,0.00581395348837209,0.0101010101010101,0,0
HIST1H1B,0.25296442687747,0.0290697674418605,0,0,0.0344827586206897
AL121944.1,0.0118577075098814,0.00581395348837209,0,0,0
ZSCAN16-AS1,0.0355731225296443,0.063953488372093,0.0303030303030303,0.0576923076923077,0
ZSCAN16,0.0237154150197628,0,0.0404040404040404,0,0
ZKSCAN8,0.0158102766798419,0.00581395348837209,0.0202020202020202,0,0
ZSCAN9,0.0237154150197628,0.0116279069767442,0.0505050505050505,0,0
NKAPL,0.00790513833992095,0.0174418604651163,0.0101010101010101,0,0
ZSCAN26,0.0197628458498024,0.00581395348837209,0.0303030303030303,0,0
PGBD1,0.00395256916996047,0,0.0202020202020202,0.0192307692307692,0
ZSCAN12,0.00790513833992095,0,0.0101010101010101,0,0
TRIM27,0.0316205533596838,0,0.0606060606060606,0,0
UBD,0,0,0,0.0769230769230769,0
GABBR1,0.00395256916996047,0.0232558139534884,0.0707070707070707,0,0
HLA-F,0.25296442687747,0.0988372093023256,0.313131313131313,0.0192307692307692,0
HLA-G,0.0158102766798419,0,0.0202020202020202,0,0
HLA-A,3.89723320158103,1.84883720930233,3.41414141414141,2.38461538461538,0.413793103448276
ZNRD1,0.201581027667984,0.0755813953488372,0.0606060606060606,0.0384615384615385,0
PPP1R11,0.075098814229249,0.0581395348837209,0.171717171717172,0.0769230769230769,0
TRIM15,0,0,0,0.0576923076923077,0
TRIM26,0.075098814229249,0.0348837209302326,0.0101010101010101,0.0384615384615385,0
HCG18,0.0553359683794466,0.0232558139534884,0.0404040404040404,0,0
TRIM39,0.00790513833992095,0.00581395348837209,0,0.0192307692307692,0
RPP21,0.0553359683794466,0,0.0202020202020202,0.0769230769230769,0
HLA-E,1.58102766798419,0.569767441860465,3.14141414141414,0.0961538461538462,0
GNL1,0.0632411067193676,0.0348837209302326,0.0808080808080808,0.153846153846154,0.0689655172413793
PRR3,0.0237154150197628,0.0174418604651163,0.0101010101010101,0,0
ABCF1,0.0553359683794466,0.0406976744186047,0.0707070707070707,0.0769230769230769,0
PPP1R10,0.08300395256917,0.151162790697674,0.0606060606060606,0.0384615384615385,0
MRPS18B,0.106719367588933,0.0872093023255814,0.0808080808080808,0.269230769230769,0
ATAT1,0.0237154150197628,0.00581395348837209,0.0404040404040404,0,0
C6orf136,0.0237154150197628,0.00581395348837209,0.0303030303030303,0.0384615384615385,0.0344827586206897
DHX16,0.0316205533596838,0.0290697674418605,0.0303030303030303,0.0384615384615385,0
PPP1R18,0.189723320158103,0.168604651162791,0.141414141414141,0.0192307692307692,0
NRM,0.0197628458498024,0.0290697674418605,0.0303030303030303,0.115384615384615,0
MDC1,0.0197628458498024,0.00581395348837209,0.0101010101010101,0.0384615384615385,0
TUBB,0.533596837944664,0.61046511627907,0.515151515151515,1.07692307692308,0.344827586206896
FLOT1,0.122529644268775,0.203488372093023,0.353535353535354,0.423076923076923,0
IER3-AS1,0,0.00581395348837209,0,0,0
IER3,0.185770750988142,0.598837209302326,0.929292929292929,1.40384615384615,0
LINC00243,0.0158102766798419,0.00581395348837209,0,0,0
DDR1,0.00790513833992095,0.0174418604651163,0,0.192307692307692,0
VARS2,0.0118577075098814,0.0174418604651163,0.0101010101010101,0,0
PSORS1C1,0,0,0,0.134615384615385,0
CCHCR1,0.00790513833992095,0,0,0.0576923076923077,0
TCF19,0.0158102766798419,0,0,0,0
HLA-C,5.58893280632411,2.88372093023256,3.70707070707071,1.96153846153846,0.413793103448276
HLA-B,6.54150197628458,3.62209302325581,6.22222222222222,1.94230769230769,0.413793103448276
MICA,0.0553359683794466,0.0348837209302326,0.0202020202020202,0.0961538461538462,0
MICB,0.0395256916996047,0.0290697674418605,0.0101010101010101,0,0
DDX39B,0.0197628458498024,0.0406976744186047,0.0404040404040404,0.0576923076923077,0
NFKBIL1,0.0197628458498024,0.0406976744186047,0.0202020202020202,0.115384615384615,0
LTA,0.0671936758893281,0,0,0,0
TNF,1.00790513833992,0.523255813953488,0.0101010101010101,0,0
LTB,0.648221343873518,0.0930232558139535,0,0,0
LST1,0.0237154150197628,0.802325581395349,0,0,0
NCR3,0.0632411067193676,0,0,0,0
AIF1,0.0158102766798419,2.76162790697674,0,0,0
PRRC2A,0.0632411067193676,0.0465116279069767,0.0808080808080808,0.134615384615385,0
BAG6,0.0355731225296443,0.0581395348837209,0.0909090909090909,0.134615384615385,0.0344827586206897
APOM,0.00395256916996047,0,0,0.134615384615385,0
C6orf47,0.0316205533596838,0.0116279069767442,0.0202020202020202,0.0384615384615385,0
GPANK1,0.0355731225296443,0.0174418604651163,0.0303030303030303,0.0192307692307692,0.0344827586206897
CSNK2B,0.0197628458498024,0.0697674418604651,0.0707070707070707,0.0192307692307692,0
AL662899.2,0.00395256916996047,0.0116279069767442,0.0101010101010101,0,0.0344827586206897
LY6G5C,0.00790513833992095,0.00581395348837209,0.0101010101010101,0,0
ABHD16A,0.0118577075098814,0.0174418604651163,0.0202020202020202,0,0
DDAH2,0.0474308300395257,0.209302325581395,0.202020202020202,0.192307692307692,0
CLIC1,0.889328063241107,1.34302325581395,0.858585858585859,1.19230769230769,0.0344827586206897
VARS,0.0158102766798419,0.0174418604651163,0.0303030303030303,0.0192307692307692,0
LSM2,0.256916996047431,0.133720930232558,0.151515151515152,0.288461538461538,0.103448275862069
HSPA1L,0.0474308300395257,0.0988372093023256,0,0,0
HSPA1A,23.501976284585,10.5523255813953,10.1212121212121,8.15384615384615,0.413793103448276
HSPA1B,14.8379446640316,6.37209302325581,5.3030303030303,4,0.379310344827586
C6orf48,0.201581027667984,0.197674418604651,0.131313131313131,0.0576923076923077,0.0344827586206897
NEU1,0.529644268774704,0.267441860465116,0.101010101010101,0.134615384615385,0
EHMT2,0.0553359683794466,0.0174418604651163,0.0707070707070707,0.0192307692307692,0.0344827586206897
C2,0,0.104651162790698,0,0.0576923076923077,0
CFB,0,0,0,0.230769230769231,0
NELFE,0.0513833992094862,0.0813953488372093,0.0808080808080808,0.153846153846154,0
SKIV2L,0.0118577075098814,0.0232558139534884,0.0303030303030303,0,0
DXO,0.0395256916996047,0,0.0101010101010101,0.0384615384615385,0
STK19,0.0158102766798419,0,0.0101010101010101,0.0576923076923077,0
C4A,0,0,0,0.0576923076923077,0
C4B,0,0,0,0.0961538461538462,0
TNXB,0,0,0.121212121212121,0.0384615384615385,0
ATF6B,0.0592885375494071,0.0232558139534884,0.0606060606060606,0.0961538461538462,0
FKBPL,0.0276679841897233,0,0,0.0192307692307692,0
PPT2,0.00395256916996047,0,0.0101010101010101,0,0
AGPAT1,0.0118577075098814,0.0232558139534884,0.0909090909090909,0.0769230769230769,0
RNF5,0.0711462450592885,0.0930232558139535,0.171717171717172,0.288461538461538,0.0689655172413793
AGER,0.00790513833992095,0.0232558139534884,0,0,0
PBX2,0.0118577075098814,0.0232558139534884,0.191919191919192,0.0192307692307692,0
GPSM3,0.312252964426877,0.412790697674419,0.0303030303030303,0,0
NOTCH4,0.00395256916996047,0,0.505050505050505,0,0
HLA-DRA,0.505928853754941,13.6453488372093,0.353535353535354,0.0192307692307692,0
HLA-DRB5,0.08300395256917,0.959302325581395,0.191919191919192,0,0
HLA-DRB1,0.573122529644269,7.66279069767442,0.96969696969697,0.0192307692307692,0
HLA-DQA1,0.102766798418972,2.87209302325581,0.0303030303030303,0,0.0689655172413793
HLA-DQB1,0.122529644268775,1.65697674418605,0.0808080808080808,0,0
HLA-DQA2,0,0.0406976744186047,0,0,0
HLA-DQB2,0,0.156976744186047,0,0,0
TAP2,0.0276679841897233,0,0.0505050505050505,0,0
PSMB8,0.430830039525692,0.0872093023255814,0.242424242424242,0.230769230769231,0
PSMB8-AS1,0.102766798418972,0.0406976744186047,0.0606060606060606,0,0
PSMB9,0.399209486166008,0.156976744186047,0.292929292929293,0.153846153846154,0
TAP1,0.130434782608696,0.0290697674418605,0.202020202020202,0,0
HLA-DMB,0.0158102766798419,0.372093023255814,0.0101010101010101,0,0
HLA-DMA,0.126482213438735,1.1453488372093,0.131313131313131,0.0384615384615385,0
BRD2,0.233201581027668,0.273255813953488,0.323232323232323,0.0769230769230769,0
HLA-DOA,0,0.0988372093023256,0,0,0
HLA-DPA1,0.407114624505929,6.72674418604651,0.303030303030303,0,0
HLA-DPB1,0.363636363636364,4.30232558139535,0.171717171717172,0,0
RXRB,0.0197628458498024,0.00581395348837209,0.0303030303030303,0,0
SLC39A7,0.0355731225296443,0.0232558139534884,0.0707070707070707,0.115384615384615,0
HSD17B8,0.0276679841897233,0.0290697674418605,0.0202020202020202,0.115384615384615,0
RING1,0.0316205533596838,0.0348837209302326,0.0303030303030303,0.0576923076923077,0
VPS52,0.0237154150197628,0.00581395348837209,0.0303030303030303,0.0192307692307692,0
RPS18,7.29249011857708,4.52325581395349,6.63636363636364,4.38461538461539,1.24137931034483
B3GALT4,0.0158102766798419,0.0116279069767442,0.0202020202020202,0,0
WDR46,0.0316205533596838,0.0232558139534884,0.0404040404040404,0,0
PFDN6,0.0197628458498024,0.0348837209302326,0.0404040404040404,0.0769230769230769,0
RGL2,0.0237154150197628,0.0523255813953488,0.202020202020202,0.0576923076923077,0
TAPBP,0.0988142292490119,0.0988372093023256,0.171717171717172,0.173076923076923,0
ZBTB22,0.00395256916996047,0,0.0303030303030303,0,0
DAXX,0.0197628458498024,0.0174418604651163,0.0606060606060606,0.115384615384615,0
KIFC1,0.0790513833992095,0,0,0.0384615384615385,0.0344827586206897
PHF1,0.102766798418972,0.0523255813953488,0.0909090909090909,0.0769230769230769,0
CUTA,0.446640316205534,0.27906976744186,0.303030303030303,0.826923076923077,0.206896551724138
SYNGAP1,0.0118577075098814,0,0.0202020202020202,0.0384615384615385,0
BAK1,0.0276679841897233,0.00581395348837209,0.0303030303030303,0,0
ITPR3,0.0434782608695652,0.0174418604651163,0.0404040404040404,0.0961538461538462,0
UQCC2,0.114624505928854,0.168604651162791,0.131313131313131,0.307692307692308,0.103448275862069
LEMD2,0.00395256916996047,0.00581395348837209,0.0303030303030303,0.0192307692307692,0
GRM4,0,0.00581395348837209,0,0,0
HMGA1,0.0632411067193676,0.0523255813953488,0.0404040404040404,0.0769230769230769,0.0344827586206897
SMIM29,0.0632411067193676,0.0872093023255814,0.0606060606060606,0.0384615384615385,0
NUDT3,0.0158102766798419,0.063953488372093,0.121212121212121,0.0576923076923077,0
RPS10,0.272727272727273,0.215116279069767,0.262626262626263,0.192307692307692,0.0689655172413793
C6orf106,0.0276679841897233,0.0116279069767442,0.0404040404040404,0.0384615384615385,0
AL451165.2,0.0158102766798419,0.0116279069767442,0.0303030303030303,0,0
SNRPC,0.146245059288538,0.197674418604651,0.111111111111111,0.211538461538462,0.0344827586206897
UHRF1BP1,0.00395256916996047,0,0,0.0192307692307692,0
TAF11,0.0237154150197628,0.0290697674418605,0.0606060606060606,0.0384615384615385,0
ANKS1A,0.00395256916996047,0.00581395348837209,0.0404040404040404,0.0192307692307692,0
ZNF76,0.0237154150197628,0.0174418604651163,0.0505050505050505,0.0384615384615385,0.0344827586206897
DEF6,0.102766798418972,0.0290697674418605,0,0,0
PPARD,0.00790513833992095,0.0348837209302326,0.0606060606060606,0,0
FANCE,0,0,0.0101010101010101,0,0
RPL10A,3.0395256916996,1.36627906976744,1.77777777777778,1.71153846153846,0.379310344827586
FKBP5,0.173913043478261,0.151162790697674,0.0707070707070707,0.307692307692308,0
SRPK1,0.0395256916996047,0.0290697674418605,0.0505050505050505,0.115384615384615,0
MAPK14,0.0276679841897233,0.0406976744186047,0.0505050505050505,0.0576923076923077,0
MAPK13,0.0355731225296443,0.063953488372093,0,0.0961538461538462,0.0689655172413793
BRPF3,0.00395256916996047,0.0116279069767442,0.0303030303030303,0,0
KCTD20,0.0118577075098814,0.0465116279069767,0.0505050505050505,0.0384615384615385,0.0344827586206897
STK38,0.0592885375494071,0.0290697674418605,0.0404040404040404,0.0192307692307692,0
SRSF3,0.391304347826087,0.296511627906977,0.606060606060606,0.346153846153846,0.103448275862069
CDKN1A,0.205533596837945,0.395348837209302,0.868686868686869,1.01923076923077,0
CPNE5,0,0,0.0909090909090909,0,0
PPIL1,0.0197628458498024,0.00581395348837209,0.0303030303030303,0.0384615384615385,0
C6orf89,0.0316205533596838,0.0465116279069767,0.0909090909090909,0.0961538461538462,0
MTCH1,0.118577075098814,0.104651162790698,0.212121212121212,0.461538461538462,0.0344827586206897
FGD2,0.00395256916996047,0.127906976744186,0,0,0
PIM1,0.304347826086957,0.162790697674419,0.0303030303030303,0.153846153846154,0.103448275862069
TMEM217,0.00395256916996047,0.00581395348837209,0.0101010101010101,0,0
TBC1D22B,0.0118577075098814,0.0116279069767442,0.0202020202020202,0.0192307692307692,0.0344827586206897
RNF8,0.0632411067193676,0.0232558139534884,0.0505050505050505,0.0192307692307692,0.0689655172413793
CMTR1,0.0434782608695652,0.0116279069767442,0.0303030303030303,0.0576923076923077,0
CCDC167,0.0474308300395257,0.0872093023255814,0.0505050505050505,0.0384615384615385,0
ZFAND3,0.0158102766798419,0.0872093023255814,0.131313131313131,0.0576923076923077,0.0689655172413793
BTBD9,0.0197628458498024,0,0.0202020202020202,0,0
GLO1,0.114624505928854,0.127906976744186,0.111111111111111,0.173076923076923,0.0344827586206897
SAYSD1,0.0118577075098814,0.0406976744186047,0.0606060606060606,0.0576923076923077,0
KCNK5,0.0237154150197628,0,0.0202020202020202,0.0192307692307692,0
KCNK16,0,0.00581395348837209,0,0,0
UNC5CL,0,0,0,0.0384615384615385,0
OARD1,0.075098814229249,0.0581395348837209,0.0404040404040404,0.0961538461538462,0
NFYA,0.0118577075098814,0.0116279069767442,0.0101010101010101,0,0
TREM2,0,0.313953488372093,0,0,0
TREM1,0,0.215116279069767,0,0,0
FOXP4-AS1,0,0,0.0101010101010101,0,0
FOXP4,0.00395256916996047,0.0174418604651163,0.0101010101010101,0.0576923076923077,0
MDFI,0,0,0.0303030303030303,0.0961538461538462,0
TFEB,0.00790513833992095,0.0174418604651163,0.0101010101010101,0,0
FRS3,0,0.0116279069767442,0.0202020202020202,0,0
USP49,0,0,0.0101010101010101,0,0
MED20,0.00395256916996047,0.0116279069767442,0.0202020202020202,0,0
BYSL,0.00790513833992095,0.00581395348837209,0.0101010101010101,0,0
CCND3,0.324110671936759,0.063953488372093,0.151515151515152,0.153846153846154,0
TAF8,0.00790513833992095,0.0290697674418605,0.0404040404040404,0.0384615384615385,0
MRPS10,0.0671936758893281,0.0755813953488372,0.0707070707070707,0.134615384615385,0.0344827586206897
TRERF1,0.0158102766798419,0.0116279069767442,0.0101010101010101,0,0
UBR2,0.0395256916996047,0.0465116279069767,0.0606060606060606,0.0384615384615385,0
TBCC,0.185770750988142,0.0465116279069767,0.0404040404040404,0.0576923076923077,0
BICRAL,0.0118577075098814,0.0174418604651163,0,0,0
RPL7L1,0.0711462450592885,0.0348837209302326,0.131313131313131,0.153846153846154,0.0689655172413793
C6orf226,0.0237154150197628,0.0755813953488372,0.0606060606060606,0.0384615384615385,0
CNPY3,0.158102766798419,0.494186046511628,0.0808080808080808,0.0576923076923077,0
PEX6,0.00790513833992095,0.0348837209302326,0.0101010101010101,0.0192307692307692,0
PPP2R5D,0.0316205533596838,0.00581395348837209,0.0101010101010101,0.0576923076923077,0
MEA1,0.154150197628458,0.174418604651163,0.141414141414141,0.269230769230769,0.103448275862069
KLHDC3,0.0237154150197628,0.0174418604651163,0.0909090909090909,0.0961538461538462,0.0344827586206897
RRP36,0.0118577075098814,0.0232558139534884,0.0101010101010101,0,0
CUL7,0,0,0.0202020202020202,0.0192307692307692,0
KLC4,0.00395256916996047,0.0174418604651163,0,0.0384615384615385,0.0344827586206897
MRPL2,0.0513833992094862,0.0581395348837209,0.0303030303030303,0.0576923076923077,0
PTK7,0.00790513833992095,0,0.0303030303030303,0,0.0344827586206897
SRF,0.00395256916996047,0.0348837209302326,0.0505050505050505,0.0384615384615385,0
CUL9,0.0316205533596838,0,0.0101010101010101,0,0
DNPH1,0.0711462450592885,0.0813953488372093,0.0606060606060606,0.346153846153846,0.0689655172413793
ZNF318,0.0118577075098814,0.0174418604651163,0.0101010101010101,0,0
ABCC10,0.0158102766798419,0,0.0303030303030303,0.0192307692307692,0
TJAP1,0.0197628458498024,0.0174418604651163,0.0404040404040404,0.0192307692307692,0
POLR1C,0.0474308300395257,0,0.0404040404040404,0.0192307692307692,0
YIPF3,0.0553359683794466,0.0406976744186047,0.171717171717172,0.307692307692308,0.0344827586206897
XPO5,0.00395256916996047,0.0348837209302326,0.0404040404040404,0.0192307692307692,0
POLH,0.0237154150197628,0,0,0.0192307692307692,0
GTPBP2,0.00395256916996047,0.0174418604651163,0.0101010101010101,0,0
MAD2L1BP,0.0237154150197628,0.0232558139534884,0.0404040404040404,0.0576923076923077,0.0344827586206897
MRPS18A,0.0276679841897233,0.0174418604651163,0.0303030303030303,0.134615384615385,0
VEGFA,0.00790513833992095,0.186046511627907,0.0303030303030303,1.23076923076923,0
MRPL14,0.0711462450592885,0.13953488372093,0.111111111111111,0.326923076923077,0
TMEM63B,0.00790513833992095,0.0116279069767442,0.0303030303030303,0.0192307692307692,0.103448275862069
SLC29A1,0.0158102766798419,0.0465116279069767,0.161616161616162,0.115384615384615,0
HSP90AB1,4.92885375494071,2.56395348837209,3.23232323232323,3.28846153846154,0.758620689655172
SLC35B2,0.0513833992094862,0.0116279069767442,0.0202020202020202,0.153846153846154,0
NFKBIE,0.102766798418972,0.0465116279069767,0.0303030303030303,0.0576923076923077,0
AARS2,0,0.00581395348837209,0,0,0
CDC5L,0.0948616600790514,0.063953488372093,0.0909090909090909,0.0769230769230769,0.0344827586206897
SUPT3H,0.0711462450592885,0,0.0101010101010101,0,0
RUNX2,0.0276679841897233,0.0174418604651163,0,0.0192307692307692,0
CLIC5,0.00395256916996047,0,0.0404040404040404,0,0
ENPP4,0.0276679841897233,0.0232558139534884,0.0202020202020202,0.0192307692307692,0
ENPP5,0,0.00581395348837209,0,0,0
RCAN2,0.00395256916996047,0,0.0404040404040404,0,0
CYP39A1,0,0,0.0303030303030303,0,0
SLC25A27,0,0,0.0505050505050505,0.0576923076923077,0
PLA2G7,0,0.38953488372093,0,0,0
ADGRF5,0,0,0.393939393939394,0,0
TNFRSF21,0,0.0174418604651163,0,0.0384615384615385,0
CD2AP,0.0276679841897233,0.0174418604651163,0.0707070707070707,0.25,0
PTCHD4,0,0,0,0.0576923076923077,0
MUT,0.0237154150197628,0.0174418604651163,0.0202020202020202,0.0769230769230769,0
CENPQ,0.00395256916996047,0.0116279069767442,0,0.0192307692307692,0
C6orf141,0.00395256916996047,0,0,0.0192307692307692,0
AL138826.1,0,0,0,0.0576923076923077,0
PKHD1,0,0,0,0.192307692307692,0
MCM3,0.0395256916996047,0.0232558139534884,0.0808080808080808,0.0961538461538462,0.0344827586206897
PAQR8,0.0197628458498024,0.0116279069767442,0.0101010101010101,0,0
EFHC1,0.0158102766798419,0,0.0909090909090909,0.134615384615385,0
TRAM2,0.00790513833992095,0,0.0404040404040404,0.0192307692307692,0
TRAM2-AS1,0,0,0.0101010101010101,0.0192307692307692,0
TMEM14A,0.0671936758893281,0.0581395348837209,0.0909090909090909,0.288461538461538,0.0344827586206897
GSTA4,0.00395256916996047,0.0232558139534884,0.0707070707070707,0.0384615384615385,0.0689655172413793
ICK,0.0118577075098814,0.0232558139534884,0.0303030303030303,0.0192307692307692,0
FBXO9,0.0197628458498024,0.0348837209302326,0.0606060606060606,0,0.0689655172413793
ELOVL5,0.118577075098814,0.063953488372093,0.101010101010101,0.0769230769230769,0
GCLC,0.0237154150197628,0.0174418604651163,0.0404040404040404,0.0192307692307692,0.0344827586206897
LRRC1,0,0.00581395348837209,0.0505050505050505,0.0192307692307692,0
COL21A1,0,0,0,0,0
DST,0.0118577075098814,0.0523255813953488,0.252525252525253,0.307692307692308,0
KIAA1586,0.0158102766798419,0.0116279069767442,0.0505050505050505,0.0192307692307692,0
ZNF451,0.0355731225296443,0.0523255813953488,0.101010101010101,0.0384615384615385,0
BAG2,0.0513833992094862,0.0116279069767442,0,0.0384615384615385,0
RAB23,0.00395256916996047,0.00581395348837209,0,0.0384615384615385,0
PRIM2,0.0395256916996047,0.0174418604651163,0.0101010101010101,0,0
AL021368.2,0,0.00581395348837209,0.0303030303030303,0,0
KHDRBS2,0.0118577075098814,0.00581395348837209,0,0,0
FKBP1C,0.00395256916996047,0,0.0101010101010101,0,0
PTP4A1,0.189723320158103,0.174418604651163,0.101010101010101,0.942307692307692,0
PHF3,0.106719367588933,0.0755813953488372,0.161616161616162,0.230769230769231,0.0344827586206897
LMBRD1,0.122529644268775,0.0755813953488372,0.181818181818182,0.269230769230769,0
FAM135A,0.0197628458498024,0.0232558139534884,0.0606060606060606,0.0192307692307692,0
SDHAF4,0.00395256916996047,0,0.0202020202020202,0.0192307692307692,0
SMAP1,0.110671936758893,0.133720930232558,0.0707070707070707,0,0
OGFRL1,0.0118577075098814,0.104651162790698,0,0.0192307692307692,0
LINC00472,0,0.0174418604651163,0.0202020202020202,0.0769230769230769,0
AC019205.1,0.00395256916996047,0,0,0,0
CGAS,0.0909090909090909,0.063953488372093,0.0505050505050505,0,0
MTO1,0.0237154150197628,0.0174418604651163,0.0404040404040404,0,0
EEF1A1,22.0869565217391,12.5813953488372,14.5151515151515,24.1153846153846,1.62068965517241
SLC17A5,0.0118577075098814,0.0232558139534884,0.0303030303030303,0.0192307692307692,0
CD109,0.00395256916996047,0.104651162790698,0.0707070707070707,0.0576923076923077,0
COL12A1,0,0,0,0.0192307692307692,0
COX7A2,0.541501976284585,0.656976744186046,0.646464646464647,0.884615384615385,0.241379310344828
TMEM30A,0.0434782608695652,0.063953488372093,0.232323232323232,0.0961538461538462,0
FILIP1,0,0,0.272727272727273,0,0
SENP6,0.0632411067193676,0.0697674418604651,0.0808080808080808,0.115384615384615,0
MYO6,0.0158102766798419,0.0174418604651163,0.151515151515152,0.115384615384615,0
IRAK1BP1,0.00395256916996047,0,0.0101010101010101,0,0
PHIP,0.0869565217391304,0.0813953488372093,0.171717171717172,0.115384615384615,0
HMGN3,0.181818181818182,0.186046511627907,0.414141414141414,0.576923076923077,0.103448275862069
LCA5,0,0.00581395348837209,0.0202020202020202,0.0192307692307692,0
SH3BGRL2,0,0,0.161616161616162,0.0576923076923077,0
BCKDHB,0.0158102766798419,0,0,0.0384615384615385,0
TENT5A,0.075098814229249,0.27906976744186,0.0202020202020202,0.269230769230769,0.0344827586206897
IBTK,0.0474308300395257,0.0465116279069767,0.0606060606060606,0.0961538461538462,0
TPBG,0.0118577075098814,0,0.0404040404040404,0.115384615384615,0
UBE3D,0.00790513833992095,0.00581395348837209,0.0101010101010101,0,0
DOPEY1,0.00395256916996047,0.00581395348837209,0.0404040404040404,0,0
PGM3,0.0197628458498024,0.0232558139534884,0.0404040404040404,0.0384615384615385,0
RWDD2A,0,0,0.0202020202020202,0.0384615384615385,0
ME1,0.00395256916996047,0.0930232558139535,0,0,0
RIPPLY2,0,0.00581395348837209,0,0,0
CYB5R4,0.0158102766798419,0.0813953488372093,0.0101010101010101,0,0
MRAP2,0,0,0,0.0192307692307692,0
CEP162,0.00790513833992095,0,0.0404040404040404,0.0192307692307692,0
NT5E,0.0118577075098814,0.0174418604651163,0.0505050505050505,0.0384615384615385,0
SNX14,0.0395256916996047,0.0523255813953488,0.0505050505050505,0.0384615384615385,0
SYNCRIP,0.102766798418972,0.11046511627907,0.111111111111111,0.134615384615385,0
ZNF292,0.0671936758893281,0.122093023255814,0.121212121212121,0.134615384615385,0
SMIM8,0.0118577075098814,0.0232558139534884,0.0303030303030303,0,0
SLC35A1,0.00395256916996047,0.0116279069767442,0.0101010101010101,0.0192307692307692,0
RARS2,0.0158102766798419,0.0174418604651163,0.101010101010101,0.0384615384615385,0
