,8,9,10,11,12
H6PD,0.00790513833992095,0,0.0202020202020202,0.0576923076923077,0
SPSB1,0.0197628458498024,0.0290697674418605,0.0909090909090909,0.192307692307692,0
SLC25A33,0.0711462450592885,0.0406976744186047,0.0202020202020202,0.0769230769230769,0
PIK3CD,0.0276679841897233,0,0.0101010101010101,0.0192307692307692,0
PIK3CD-AS2,0.00790513833992095,0,0,0.0192307692307692,0
CLSTN1,0.0355731225296443,0.0581395348837209,0.191919191919192,0.115384615384615,0
CTNNBIP1,0.0355731225296443,0.063953488372093,0.0303030303030303,0,0
LZIC,0.0395256916996047,0.063953488372093,0.0808080808080808,0.0769230769230769,0
NMNAT1,0,0.0232558139534884,0.0101010101010101,0,0
RBP7,0,0.156976744186047,1.37373737373737,0,0
UBE4B,0.0632411067193676,0.0290697674418605,0.0303030303030303,0,0
KIF1B,0.0118577075098814,0.0232558139534884,0.0707070707070707,0.0384615384615385,0
PGD,0.0711462450592885,0.383720930232558,0.0303030303030303,0.0192307692307692,0
DFFA,0.0237154150197628,0.0406976744186047,0.0606060606060606,0.0384615384615385,0
PEX14,0.0434782608695652,0,0.0101010101010101,0.0576923076923077,0
CASZ1,0,0,0.0303030303030303,0,0
C1orf127,0.00395256916996047,0.00581395348837209,0,0,0
TARDBP,0.00395256916996047,0.0465116279069767,0.0404040404040404,0.0384615384615385,0.0344827586206897
SRM,0.0474308300395257,0.0348837209302326,0.131313131313131,0.0384615384615385,0.103448275862069
EXOSC10,0.0237154150197628,0.0232558139534884,0.0303030303030303,0.0192307692307692,0
MTOR,0.00790513833992095,0.00581395348837209,0.0404040404040404,0.0192307692307692,0
UBIAD1,0.0355731225296443,0.0348837209302326,0.0202020202020202,0.0192307692307692,0
FBXO2,0.0197628458498024,0,0,0.153846153846154,0
FBXO44,0.075098814229249,0,0.0202020202020202,0.0576923076923077,0
FBXO6,0.0118577075098814,0.0232558139534884,0,0.0384615384615385,0
MAD2L2,0.0513833992094862,0.11046511627907,0.0808080808080808,0.269230769230769,0
AGTRAP,0.0395256916996047,0.156976744186047,0.0505050505050505,0.269230769230769,0
MTHFR,0.0118577075098814,0.0406976744186047,0.0404040404040404,0.0192307692307692,0
CLCN6,0.0118577075098814,0.0116279069767442,0,0.0192307692307692,0
NPPA,0.00395256916996047,0,0.0101010101010101,0.0576923076923077,0
KIAA2013,0.0158102766798419,0.0755813953488372,0.0909090909090909,0.0384615384615385,0
PLOD1,0.00790513833992095,0.0813953488372093,0.141414141414141,0.269230769230769,0
MFN2,0.00790513833992095,0.0290697674418605,0.0303030303030303,0,0
MIIP,0.0632411067193676,0.063953488372093,0.0404040404040404,0.0192307692307692,0
TNFRSF1B,0.134387351778656,0.186046511627907,0.141414141414141,0,0
VPS13D,0.0158102766798419,0.0348837209302326,0.0606060606060606,0.0576923076923077,0
DHRS3,0.0316205533596838,0.0406976744186047,0.151515151515152,0.134615384615385,0
PRDM2,0.0316205533596838,0.0697674418604651,0.0404040404040404,0.0192307692307692,0
TMEM51,0,0.0930232558139535,0.0202020202020202,0,0
FHAD1,0,0.0116279069767442,0,0,0
EFHD2,0.106719367588933,0.168604651162791,0.0707070707070707,0.0192307692307692,0
CASP9,0.0118577075098814,0.0290697674418605,0.0101010101010101,0.0192307692307692,0
DNAJC16,0.0118577075098814,0.0116279069767442,0.0606060606060606,0.0192307692307692,0
DDI2,0.0237154150197628,0.0465116279069767,0.0505050505050505,0.0192307692307692,0
PLEKHM2,0,0.0406976744186047,0.0303030303030303,0.0384615384615385,0
TMEM82,0,0,0,0.0576923076923077,0
FBLIM1,0,0,0.171717171717172,0.0384615384615385,0
UQCRHL,0.0197628458498024,0.0174418604651163,0.0202020202020202,0.0384615384615385,0
AL450998.2,0.0355731225296443,0.0465116279069767,0.0404040404040404,0,0
SPEN,0.0592885375494071,0.0813953488372093,0.121212121212121,0.0384615384615385,0
ZBTB17,0.0158102766798419,0.00581395348837209,0.0404040404040404,0.0192307692307692,0
FAM131C,0,0,0,0.0192307692307692,0
EPHA2,0,0.00581395348837209,0.0303030303030303,0.0384615384615385,0
ARHGEF19,0.0158102766798419,0.0174418604651163,0.0303030303030303,0.0192307692307692,0
CPLANE2,0.00395256916996047,0,0,0,0
FBXO42,0.0276679841897233,0.00581395348837209,0,0.0576923076923077,0
SZRD1,0.0711462450592885,0.104651162790698,0.141414141414141,0.115384615384615,0
NECAP2,0.0790513833992095,0.145348837209302,0.151515151515152,0.0576923076923077,0
NBPF1,0,0.0174418604651163,0.0404040404040404,0,0
CROCC,0.0276679841897233,0.00581395348837209,0.0808080808080808,0.0576923076923077,0.0344827586206897
BX284668.5,0.00790513833992095,0.0930232558139535,0.0606060606060606,0.0576923076923077,0.0344827586206897
BX284668.6,0.0237154150197628,0,0.0303030303030303,0.0192307692307692,0
MFAP2,0.0158102766798419,0,0.161616161616162,0.0769230769230769,0.0344827586206897
ATP13A2,0.00395256916996047,0.0116279069767442,0.0707070707070707,0.0192307692307692,0
SDHB,0.075098814229249,0.104651162790698,0.0707070707070707,0.153846153846154,0.0689655172413793
PADI2,0,0.0406976744186047,0,0,0
RCC2,0.0118577075098814,0.0406976744186047,0.0404040404040404,0,0
ARHGEF10L,0,0.00581395348837209,0,0.0384615384615385,0
IGSF21,0,0.0813953488372093,0,0,0
ALDH4A1,0,0.00581395348837209,0,0.0192307692307692,0
IFFO2,0,0,0.0404040404040404,0.0192307692307692,0
UBR4,0.0671936758893281,0.0697674418604651,0.131313131313131,0.173076923076923,0
AL035413.1,0.0118577075098814,0.00581395348837209,0,0,0
EMC1,0.0158102766798419,0,0.0202020202020202,0.0192307692307692,0
MRTO4,0.0118577075098814,0.00581395348837209,0,0.0384615384615385,0
AKR7A3,0,0,0,0.153846153846154,0
AKR7A2,0.0316205533596838,0.0348837209302326,0.0707070707070707,0.230769230769231,0
PQLC2,0.0118577075098814,0.00581395348837209,0,0.0192307692307692,0
CAPZB,0.383399209486166,0.38953488372093,0.363636363636364,0.211538461538462,0
MINOS1,0.122529644268775,0.25,0.202020202020202,0.211538461538462,0.103448275862069
NBL1,0.00790513833992095,0,0.0505050505050505,0,0
TMCO4,0.0118577075098814,0.00581395348837209,0.0101010101010101,0,0
OTUD3,0.0118577075098814,0,0,0,0
Z98257.1,0,0.0116279069767442,0,0,0
CAMK2N1,0.0118577075098814,0.0116279069767442,0,0.269230769230769,0
MUL1,0.0237154150197628,0,0.0303030303030303,0.0384615384615385,0
CDA,0,0.0348837209302326,0.404040404040404,0.403846153846154,0
PINK1,0.0197628458498024,0.0174418604651163,0.161616161616162,0.0576923076923077,0.0689655172413793
DDOST,0.1699604743083,0.127906976744186,0.202020202020202,0.307692307692308,0
HP1BP3,0.185770750988142,0.122093023255814,0.222222222222222,0.25,0
EIF4G3,0.0395256916996047,0.0232558139534884,0.0808080808080808,0.0384615384615385,0
ECE1,0.0355731225296443,0.0174418604651163,0.444444444444444,0.0769230769230769,0
ALPL,0,0,0.111111111111111,0,0
RAP1GAP,0,0,0,0.134615384615385,0.103448275862069
USP48,0.0513833992094862,0.0348837209302326,0.0909090909090909,0.0769230769230769,0
HSPG2,0.00395256916996047,0,2.56565656565657,0,0
CDC42,0.288537549407115,0.511627906976744,0.414141414141414,0.173076923076923,0.137931034482759
ZBTB40,0.0158102766798419,0,0.0404040404040404,0,0
C1QA,0.00395256916996047,6.01162790697674,0,0,0
C1QC,0.00395256916996047,4.46511627906977,0,0,0
C1QB,0,5.98837209302326,0,0,0
EPHB2,0,0.00581395348837209,0,0,0
KDM1A,0.0553359683794466,0.0232558139534884,0.0606060606060606,0.0769230769230769,0
LUZP1,0.0237154150197628,0.0523255813953488,0.242424242424242,0.0384615384615385,0
HNRNPR,0.130434782608696,0.0813953488372093,0.181818181818182,0.192307692307692,0.0344827586206897
ZNF436,0.00790513833992095,0.0174418604651163,0,0,0
TCEA3,0.00395256916996047,0,0,0.173076923076923,0
E2F2,0.0316205533596838,0,0,0,0.0344827586206897
ID3,1.05928853754941,0.598837209302326,1.95959595959596,0.211538461538462,0.0344827586206897
RPL11,9.22924901185771,5.1453488372093,6.45454545454545,7.01923076923077,0.655172413793103
ELOA,0.0197628458498024,0.0348837209302326,0.0404040404040404,0,0
ELOA-AS1,0.0197628458498024,0.00581395348837209,0,0.0384615384615385,0
PITHD1,0.0711462450592885,0.0697674418604651,0.111111111111111,0.0576923076923077,0.103448275862069
LYPLA2,0.0632411067193676,0.0290697674418605,0.101010101010101,0.134615384615385,0
GALE,0.0118577075098814,0.0290697674418605,0.0505050505050505,0.0384615384615385,0
HMGCL,0.0316205533596838,0.0523255813953488,0.0505050505050505,0.211538461538462,0
FUCA1,0.0118577075098814,0.174418604651163,0.0303030303030303,0.0384615384615385,0
PNRC2,0.130434782608696,0.104651162790698,0.141414141414141,0.0769230769230769,0
SRSF10,0.205533596837945,0.151162790697674,0.383838383838384,0.115384615384615,0
STPG1,0.0237154150197628,0.0116279069767442,0.0202020202020202,0,0.0344827586206897
NIPAL3,0.0355731225296443,0.00581395348837209,0.0202020202020202,0.0192307692307692,0
RCAN3,0.102766798418972,0.0116279069767442,0,0.0192307692307692,0
SRRM1,0.264822134387352,0.203488372093023,0.313131313131313,0.192307692307692,0
CLIC4,0.00395256916996047,0.11046511627907,0.282828282828283,0.115384615384615,0
RUNX3,0.138339920948617,0.0523255813953488,0,0,0
SYF2,0.193675889328063,0.127906976744186,0.181818181818182,0.288461538461538,0
RSRP1,0.379446640316206,0.215116279069767,0.414141414141414,0.230769230769231,0
TMEM50A,0.320158102766798,0.261627906976744,0.585858585858586,0.384615384615385,0.0344827586206897
MACO1,0.0316205533596838,0.0232558139534884,0.0707070707070707,0.0192307692307692,0.0344827586206897
LDLRAP1,0.0434782608695652,0,0.0202020202020202,0,0
MAN1C1,0,0.0174418604651163,0.0303030303030303,0,0
SELENON,0.00790513833992095,0.0232558139534884,0.212121212121212,0.0192307692307692,0
MTFR1L,0.0237154150197628,0.0232558139534884,0.0404040404040404,0.0769230769230769,0
STMN1,0.241106719367589,0.668604651162791,0.353535353535354,0.961538461538462,0.482758620689655
PAFAH2,0.0197628458498024,0.00581395348837209,0.0101010101010101,0.0192307692307692,0
SLC30A2,0,0,0,0.0192307692307692,0
PDIK1L,0.0118577075098814,0.0116279069767442,0.0202020202020202,0,0
FAM110D,0,0,0.111111111111111,0,0
ZNF593,0.075098814229249,0.0465116279069767,0.0909090909090909,0.0769230769230769,0
SH3BGRL3,2.45849802371542,3.19186046511628,1.03030303030303,1.19230769230769,0.724137931034483
UBXN11,0.0237154150197628,0.0581395348837209,0,0.134615384615385,0
CD52,0.869565217391304,1.48837209302326,0,0,0.0344827586206897
DHDDS,0.00790513833992095,0.0116279069767442,0.0303030303030303,0.0576923076923077,0
HMGN2,0.608695652173913,0.86046511627907,0.282828282828283,1.28846153846154,0.275862068965517
RPS6KA1,0.0276679841897233,0.0523255813953488,0,0,0
ARID1A,0.0276679841897233,0.063953488372093,0.0909090909090909,0.0576923076923077,0.0344827586206897
PIGV,0.00395256916996047,0.0116279069767442,0.0303030303030303,0.0384615384615385,0
ZDHHC18,0.00790513833992095,0.00581395348837209,0.0404040404040404,0.0192307692307692,0
SFN,0.0118577075098814,0.00581395348837209,0,0.115384615384615,0
GPN2,0.0158102766798419,0.0232558139534884,0.0505050505050505,0.0384615384615385,0
GPATCH3,0.0592885375494071,0.0116279069767442,0.0404040404040404,0.0192307692307692,0
NUDC,0.264822134387352,0.0988372093023256,0.212121212121212,0.173076923076923,0.103448275862069
NR0B2,0.00395256916996047,0.00581395348837209,0.0101010101010101,0.134615384615385,0
KDF1,0,0,0,0,0
TRNP1,0,0,0,0.0192307692307692,0
TENT5B,0,0.00581395348837209,0.0101010101010101,0.0192307692307692,0
SLC9A1,0.00790513833992095,0.0348837209302326,0.0303030303030303,0.0192307692307692,0
WDTC1,0.0158102766798419,0.0232558139534884,0.0404040404040404,0.0384615384615385,0
TMEM222,0.0237154150197628,0.0174418604651163,0.0505050505050505,0.0576923076923077,0
SYTL1,0.0790513833992095,0,0,0,0
MAP3K6,0.0158102766798419,0,0.0707070707070707,0,0
FCN3,0,0,0.464646464646465,0,0
WASF2,0.0909090909090909,0.197674418604651,0.404040404040404,0.153846153846154,0.275862068965517
AHDC1,0,0.00581395348837209,0.0505050505050505,0.0384615384615385,0
FGR,0.0197628458498024,0.191860465116279,0.0303030303030303,0,0
IFI6,0.0988142292490119,0.0813953488372093,0.262626262626263,0.211538461538462,0
FAM76A,0.0158102766798419,0,0.0202020202020202,0,0
STX12,0.0434782608695652,0.168604651162791,0.0606060606060606,0.0384615384615385,0
PPP1R8,0.0513833992094862,0.00581395348837209,0.0404040404040404,0.0384615384615385,0
THEMIS2,0.0197628458498024,0.180232558139535,0.0101010101010101,0.0192307692307692,0
RPA2,0.0869565217391304,0.0348837209302326,0.0606060606060606,0.115384615384615,0.0344827586206897
SMPDL3B,0,0,0.0101010101010101,0,0
XKR8,0.00395256916996047,0.00581395348837209,0.0404040404040404,0,0
EYA3,0.0158102766798419,0,0.0303030303030303,0.0576923076923077,0
PTAFR,0.00395256916996047,0.0813953488372093,0.0101010101010101,0,0
DNAJC8,0.158102766798419,0.168604651162791,0.191919191919192,0.153846153846154,0.0344827586206897
ATP5IF1,0.41501976284585,0.238372093023256,0.444444444444444,0.692307692307692,0.0344827586206897
SESN2,0.0474308300395257,0.0465116279069767,0.0404040404040404,0.0192307692307692,0
PHACTR4,0.0118577075098814,0.0406976744186047,0.121212121212121,0,0
RCC1,0.0118577075098814,0.0232558139534884,0.0303030303030303,0.0384615384615385,0
TRNAU1AP,0.0474308300395257,0.063953488372093,0.0505050505050505,0.0192307692307692,0
SNHG12,0.189723320158103,0.372093023255814,0.0404040404040404,0.403846153846154,0
TAF12,0.0592885375494071,0.0290697674418605,0.101010101010101,0.0192307692307692,0
RAB42,0,0.238372093023256,0,0,0
GMEB1,0.00790513833992095,0.0116279069767442,0.0101010101010101,0,0
YTHDF2,0.0711462450592885,0.0406976744186047,0.131313131313131,0.0384615384615385,0
EPB41,0.075098814229249,0.00581395348837209,0.0101010101010101,0,0.275862068965517
SRSF4,0.118577075098814,0.0872093023255814,0.171717171717172,0.0961538461538462,0
MECR,0,0.00581395348837209,0.0202020202020202,0,0
PTPRU,0,0,0,0,0
MATN1-AS1,0.0197628458498024,0.00581395348837209,0,0,0
LAPTM5,0.790513833992095,1.58720930232558,0.131313131313131,0,0
SDC3,0,0.0406976744186047,0.0202020202020202,0.0192307692307692,0
PUM1,0.0988142292490119,0.0581395348837209,0.181818181818182,0.115384615384615,0
SNRNP40,0.102766798418972,0.0523255813953488,0.121212121212121,0.0576923076923077,0
ZCCHC17,0.0355731225296443,0.0348837209302326,0.0303030303030303,0.0961538461538462,0
FABP3,0,0.38953488372093,0,0,0
SERINC2,0,0.0930232558139535,0,0.942307692307692,0
TINAGL1,0,0,0.222222222222222,0.173076923076923,0
PEF1,0.0869565217391304,0.063953488372093,0.212121212121212,0.0576923076923077,0
COL16A1,0,0,0.0101010101010101,0.0576923076923077,0
PTP4A2,0.205533596837945,0.186046511627907,0.171717171717172,0.115384615384615,0.0344827586206897
KHDRBS1,0.225296442687747,0.13953488372093,0.222222222222222,0.211538461538462,0.0689655172413793
TMEM39B,0.0118577075098814,0.0174418604651163,0.0909090909090909,0,0
KPNA6,0.0434782608695652,0.0348837209302326,0.141414141414141,0.0192307692307692,0
TXLNA,0.0158102766798419,0.0116279069767442,0.0707070707070707,0.0192307692307692,0
CCDC28B,0.0316205533596838,0.00581395348837209,0.0202020202020202,0,0
TMEM234,0.0118577075098814,0.0290697674418605,0.0404040404040404,0.0192307692307692,0
EIF3I,0.173913043478261,0.151162790697674,0.252525252525253,0.288461538461538,0
FAM167B,0,0,0.565656565656566,0,0
LCK,0.41501976284585,0,0,0,0
HDAC1,0.138339920948617,0.0290697674418605,0.212121212121212,0.0961538461538462,0.0344827586206897
MARCKSL1,0.268774703557312,0.104651162790698,1.07070707070707,0.423076923076923,0.103448275862069
FAM229A,0,0.00581395348837209,0.0101010101010101,0,0
BSDC1,0.0197628458498024,0.0174418604651163,0.0808080808080808,0.0576923076923077,0.0344827586206897
ZBTB8OS,0.0553359683794466,0.11046511627907,0.121212121212121,0.0384615384615385,0
RBBP4,0.150197628458498,0.122093023255814,0.212121212121212,0.192307692307692,0.0344827586206897
SYNC,0,0.00581395348837209,0.0202020202020202,0,0
KIAA1522,0.00395256916996047,0,0.0505050505050505,0.0384615384615385,0
YARS,0.106719367588933,0.0348837209302326,0.0404040404040404,0.0192307692307692,0
S100PBP,0.0790513833992095,0.0174418604651163,0.0808080808080808,0.115384615384615,0
TMEM54,0,0.00581395348837209,0.0303030303030303,0.0769230769230769,0
RNF19B,0.00395256916996047,0.0406976744186047,0.0606060606060606,0,0
AK2,0.0513833992094862,0.0988372093023256,0.0909090909090909,0.365384615384615,0
AZIN2,0,0,0,0,0
ZNF362,0.0118577075098814,0.0174418604651163,0.0606060606060606,0.0576923076923077,0
PHC2,0.00395256916996047,0.22093023255814,0.0909090909090909,0.115384615384615,0
SMIM12,0.0474308300395257,0.0581395348837209,0.0707070707070707,0.115384615384615,0
GJA4,0,0,0.191919191919192,0,0
TMEM35B,0.0316205533596838,0.0406976744186047,0.111111111111111,0,0
ZMYM6,0.00790513833992095,0.0174418604651163,0.0303030303030303,0,0
ZMYM1,0.0158102766798419,0.0174418604651163,0.0101010101010101,0.0192307692307692,0
SFPQ,0.229249011857708,0.133720930232558,0.252525252525253,0.153846153846154,0.0344827586206897
ZMYM4,0.0158102766798419,0.0290697674418605,0.0606060606060606,0.0769230769230769,0
KIAA0319L,0.0197628458498024,0.0581395348837209,0.0303030303030303,0.0192307692307692,0.0344827586206897
NCDN,0.00395256916996047,0,0.0101010101010101,0,0
AC004865.2,0.0118577075098814,0.00581395348837209,0,0,0
PSMB2,0.150197628458498,0.145348837209302,0.232323232323232,0.288461538461538,0
C1orf216,0.0118577075098814,0,0,0,0
CLSPN,0.0316205533596838,0.00581395348837209,0,0.0192307692307692,0.0344827586206897
AGO4,0.0158102766798419,0.0174418604651163,0.0606060606060606,0.0192307692307692,0
AGO1,0.0118577075098814,0.0232558139534884,0.0303030303030303,0,0
AGO3,0.0474308300395257,0.0523255813953488,0.0909090909090909,0,0
ADPRHL2,0.0237154150197628,0.0174418604651163,0.0303030303030303,0.0384615384615385,0
TRAPPC3,0.114624505928854,0.11046511627907,0.161616161616162,0.0769230769230769,0.0344827586206897
MAP7D1,0.0513833992094862,0.0581395348837209,0.0303030303030303,0,0
THRAP3,0.193675889328063,0.0930232558139535,0.121212121212121,0.0961538461538462,0
SH3D21,0,0.0290697674418605,0,0,0
EVA1B,0,0.0290697674418605,0.121212121212121,0,0
STK40,0.0118577075098814,0.0523255813953488,0.0101010101010101,0,0
LSM10,0.08300395256917,0.162790697674419,0.141414141414141,0.0192307692307692,0.0344827586206897
OSCP1,0,0,0,0.0384615384615385,0
MRPS15,0.0988142292490119,0.168604651162791,0.121212121212121,0.0961538461538462,0
CSF3R,0.00395256916996047,0.11046511627907,0,0,0
LINC01137,0.00790513833992095,0,0.0202020202020202,0.0384615384615385,0
ZC3H12A,0.138339920948617,0.0697674418604651,0.0505050505050505,0.0192307692307692,0
MEAF6,0.213438735177866,0.133720930232558,0.111111111111111,0.365384615384615,0.103448275862069
SNIP1,0.0276679841897233,0.0116279069767442,0.0303030303030303,0,0
DNALI1,0.00395256916996047,0,0,0.0576923076923077,0.0344827586206897
GNL2,0.0197628458498024,0.0174418604651163,0.0202020202020202,0.0192307692307692,0
C1orf109,0.0276679841897233,0.00581395348837209,0.0202020202020202,0.0192307692307692,0
CDCA8,0.0118577075098814,0,0,0,0.0344827586206897
MANEAL,0.00395256916996047,0,0,0.0192307692307692,0
YRDC,0.0355731225296443,0,0.0303030303030303,0,0
C1orf122,0.0671936758893281,0.0348837209302326,0.101010101010101,0.0961538461538462,0
MTF1,0.0118577075098814,0.00581395348837209,0.0202020202020202,0.0384615384615385,0
INPP5B,0.0237154150197628,0,0.0101010101010101,0,0
SF3A3,0.0988142292490119,0.0348837209302326,0.111111111111111,0.0769230769230769,0
FHL3,0.0158102766798419,0.0348837209302326,0.141414141414141,0.115384615384615,0
UTP11,0.0434782608695652,0.0755813953488372,0.111111111111111,0.0576923076923077,0
RRAGC,0.0118577075098814,0.0406976744186047,0.0404040404040404,0.153846153846154,0
AL139260.1,0.00395256916996047,0.00581395348837209,0,0,0
MYCBP,0,0.0116279069767442,0.0101010101010101,0,0
AKIRIN1,0.0592885375494071,0.063953488372093,0.0202020202020202,0.134615384615385,0
NDUFS5,0.727272727272727,1.06395348837209,0.808080808080808,2.86538461538462,0.586206896551724
MACF1,0.122529644268775,0.180232558139535,0.303030303030303,0.173076923076923,0
PABPC4,0.118577075098814,0.168604651162791,0.0909090909090909,0.384615384615385,0
PPIE,0.0869565217391304,0.0930232558139535,0.101010101010101,0.288461538461538,0.0344827586206897
BMP8B,0,0.0174418604651163,0,0.0576923076923077,0
OXCT2,0.00790513833992095,0,0,0.0192307692307692,0
AL033527.3,0.00790513833992095,0.0116279069767442,0.0303030303030303,0.0384615384615385,0.0344827586206897
AL033527.5,0,0,0,0.0192307692307692,0
TRIT1,0.0158102766798419,0.0116279069767442,0.0808080808080808,0.115384615384615,0.206896551724138
MYCL,0.0118577075098814,0.0465116279069767,0,0.0769230769230769,0
MFSD2A,0.00790513833992095,0.0232558139534884,0,0,0
CAP1,0.367588932806324,0.546511627906977,0.181818181818182,0.461538461538462,0
PPT1,0.118577075098814,0.459302325581395,0.0404040404040404,0.230769230769231,0
