,SCAF1355_6,SCAF1356_16,SCAF1357_6PDC,SCAF1358_16PDC
PQLC2,0,0,0,0.0227272727272727
CAPZB,0.277310924369748,0.354679802955665,0.396825396825397,0.368181818181818
MINOS1,0.159663865546218,0.206896551724138,0.19047619047619,0.159090909090909
NBL1,0.0252100840336134,0,0.0634920634920635,0
TMCO4,0,0.00492610837438424,0.0158730158730159,0.0136363636363636
OTUD3,0.00840336134453781,0,0.0158730158730159,0.00454545454545455
Z98257.1,0,0.00492610837438424,0,0.00454545454545455
CAMK2N1,0,0.0492610837438424,0,0.0409090909090909
MUL1,0.0168067226890756,0.0246305418719212,0.0158730158730159,0.0136363636363636
CDA,0.126050420168067,0.108374384236453,0.222222222222222,0.0727272727272727
PINK1,0.0840336134453782,0.00985221674876847,0.126984126984127,0.0409090909090909
DDOST,0.142857142857143,0.157635467980296,0.206349206349206,0.177272727272727
HP1BP3,0.184873949579832,0.137931034482759,0.253968253968254,0.168181818181818
EIF4G3,0.0252100840336134,0.0394088669950739,0.126984126984127,0.0227272727272727
ECE1,0.176470588235294,0.0591133004926108,0.285714285714286,0.0409090909090909
ALPL,0.0756302521008403,0.00985221674876847,0,0
RAP1GAP,0.00840336134453781,0.0197044334975369,0,0.0227272727272727
USP48,0.0840336134453782,0.0443349753694581,0.0634920634920635,0.0409090909090909
HSPG2,0.857142857142857,0.285714285714286,0.80952380952381,0.2
CDC42,0.327731092436975,0.354679802955665,0.301587301587302,0.386363636363636
ZBTB40,0.0168067226890756,0.0147783251231527,0.0158730158730159,0.00909090909090909
C1QA,1,2.56650246305419,0.746031746031746,1.58181818181818
C1QC,1.17647058823529,1.80788177339901,0.301587301587302,1.10454545454545
C1QB,1.02521008403361,2.61576354679803,0.952380952380952,1.44090909090909
EPHB2,0.00840336134453781,0,0,0
KDM1A,0.0588235294117647,0.0197044334975369,0.0952380952380952,0.05
LUZP1,0.0756302521008403,0.0689655172413793,0.19047619047619,0.0272727272727273
HNRNPR,0.151260504201681,0.12807881773399,0.19047619047619,0.0909090909090909
ZNF436,0.00840336134453781,0.00492610837438424,0,0.0136363636363636
TCEA3,0.00840336134453781,0.0246305418719212,0,0.0181818181818182
E2F2,0.0168067226890756,0.00985221674876847,0.0317460317460318,0.0136363636363636
ID3,1.11764705882353,0.571428571428571,1.47619047619048,1.06818181818182
RPL11,5.77310924369748,6.67487684729064,6.33333333333333,8.19090909090909
ELOA,0.0588235294117647,0.0147783251231527,0.0476190476190476,0.00909090909090909
ELOA-AS1,0,0.0246305418719212,0,0.0136363636363636
PITHD1,0.134453781512605,0.0541871921182266,0.0952380952380952,0.0636363636363636
LYPLA2,0.0504201680672269,0.0492610837438424,0.0793650793650794,0.0772727272727273
GALE,0.0252100840336134,0.0295566502463054,0,0.0272727272727273
HMGCL,0.0336134453781513,0.0886699507389163,0.0317460317460317,0.0409090909090909
FUCA1,0.092436974789916,0.0443349753694581,0.0634920634920635,0.0636363636363636
PNRC2,0.0840336134453782,0.0886699507389163,0.222222222222222,0.122727272727273
SRSF10,0.19327731092437,0.206896551724138,0.349206349206349,0.159090909090909
STPG1,0.0252100840336134,0.0197044334975369,0,0.0181818181818182
NIPAL3,0.0504201680672269,0.00492610837438424,0.0158730158730159,0.0227272727272727
RCAN3,0.0252100840336134,0.0591133004926108,0.0476190476190476,0.05
SRRM1,0.210084033613445,0.241379310344828,0.365079365079365,0.209090909090909
CLIC4,0.092436974789916,0.0640394088669951,0.142857142857143,0.0954545454545455
RUNX3,0.126050420168067,0.0295566502463054,0.0952380952380952,0.0772727272727273
SYF2,0.126050420168067,0.187192118226601,0.174603174603175,0.181818181818182
RSRP1,0.285714285714286,0.251231527093596,0.444444444444444,0.331818181818182
TMEM50A,0.310924369747899,0.320197044334975,0.380952380952381,0.359090909090909
MACO1,0.0420168067226891,0.0394088669950739,0.0476190476190476,0.0227272727272727
LDLRAP1,0.00840336134453781,0.0147783251231527,0.0317460317460317,0.0318181818181818
MAN1C1,0,0.0246305418719212,0,0.00454545454545455
SELENON,0.109243697478992,0.0295566502463054,0.0793650793650794,0.0181818181818182
MTFR1L,0.0336134453781513,0.0295566502463054,0.0476190476190476,0.0227272727272727
STMN1,0.53781512605042,0.413793103448276,0.19047619047619,0.522727272727273
PAFAH2,0.0252100840336134,0.00985221674876847,0.0158730158730159,0.00909090909090909
SLC30A2,0,0.00492610837438424,0,0
PDIK1L,0.00840336134453781,0.00985221674876847,0,0.0181818181818182
FAM110D,0.0420168067226891,0,0.0793650793650794,0.00454545454545455
ZNF593,0.109243697478992,0.0640394088669951,0.0634920634920635,0.0454545454545455
SH3BGRL3,1.57983193277311,2.49261083743842,1.52380952380952,2.57272727272727
UBXN11,0.00840336134453781,0.0344827586206897,0.0634920634920635,0.05
CD52,0.436974789915966,1.09852216748768,0.555555555555556,0.759090909090909
DHDDS,0.00840336134453781,0.0344827586206897,0.0158730158730159,0.00454545454545455
HMGN2,0.53781512605042,0.630541871921182,0.396825396825397,0.854545454545454
RPS6KA1,0.0168067226890756,0.0492610837438424,0.0317460317460317,0.00909090909090909
ARID1A,0.0588235294117647,0.0197044334975369,0.111111111111111,0.0590909090909091
PIGV,0.00840336134453781,0.00985221674876847,0.0317460317460317,0.0136363636363636
ZDHHC18,0.00840336134453781,0.0147783251231527,0.0476190476190476,0.00454545454545455
SFN,0.00840336134453781,0.00492610837438424,0,0.0363636363636364
GPN2,0.0168067226890756,0.0344827586206897,0.0476190476190476,0.0136363636363636
GPATCH3,0.0672268907563025,0.0147783251231527,0.0793650793650794,0.0272727272727273
NUDC,0.336134453781513,0.123152709359606,0.349206349206349,0.136363636363636
NR0B2,0,0.0246305418719212,0,0.0227272727272727
KDF1,0,0,0,0
TRNP1,0,0,0,0.00454545454545455
TENT5B,0,0,0,0.0136363636363636
SLC9A1,0.0252100840336134,0.0147783251231527,0.0317460317460317,0.0181818181818182
WDTC1,0.00840336134453781,0.0344827586206897,0.0158730158730159,0.0227272727272727
TMEM222,0.0252100840336134,0.0197044334975369,0.0476190476190476,0.0318181818181818
SYTL1,0.0252100840336134,0.00985221674876847,0.0158730158730159,0.0636363636363636
MAP3K6,0.0336134453781513,0.00492610837438424,0.0793650793650794,0.00454545454545455
FCN3,0.0840336134453782,0.113300492610837,0.0793650793650794,0.0363636363636364
WASF2,0.260504201680672,0.167487684729064,0.19047619047619,0.163636363636364
AHDC1,0.0168067226890756,0.00985221674876847,0.0476190476190476,0.00454545454545455
FGR,0.0504201680672269,0.0640394088669951,0.206349206349206,0.0409090909090909
IFI6,0.100840336134454,0.103448275862069,0.126984126984127,0.159090909090909
FAM76A,0,0,0.0476190476190476,0.0136363636363636
STX12,0.134453781512605,0.0738916256157636,0.0317460317460317,0.0681818181818182
PPP1R8,0.00840336134453781,0.0394088669950739,0.0634920634920635,0.0318181818181818
THEMIS2,0.0420168067226891,0.0640394088669951,0.0793650793650794,0.0681818181818182
RPA2,0.0336134453781513,0.0640394088669951,0.0793650793650794,0.0863636363636364
SMPDL3B,0,0.00492610837438424,0,0
XKR8,0.0168067226890756,0.00985221674876847,0.0158730158730159,0.00454545454545455
EYA3,0.00840336134453781,0.0295566502463054,0.0158730158730159,0.00909090909090909
PTAFR,0.0252100840336134,0.0295566502463054,0.0317460317460317,0.0227272727272727
DNAJC8,0.117647058823529,0.177339901477833,0.158730158730159,0.168181818181818
ATP5IF1,0.378151260504202,0.354679802955665,0.396825396825397,0.386363636363636
SESN2,0.0588235294117647,0.0246305418719212,0.0634920634920635,0.0409090909090909
PHACTR4,0.0840336134453782,0.0147783251231527,0.0793650793650794,0.0181818181818182
RCC1,0.0168067226890756,0.0394088669950739,0.0158730158730159,0.00454545454545455
TRNAU1AP,0.0168067226890756,0.0197044334975369,0.158730158730159,0.0590909090909091
SNHG12,0.142857142857143,0.275862068965517,0.142857142857143,0.25
TAF12,0.0504201680672269,0.0246305418719212,0.0793650793650794,0.0681818181818182
RAB42,0.092436974789916,0.108374384236453,0.0158730158730159,0.0318181818181818
GMEB1,0.00840336134453781,0.00492610837438424,0.0317460317460317,0.00454545454545455
YTHDF2,0.100840336134454,0.0443349753694581,0.111111111111111,0.0545454545454545
EPB41,0.0420168067226891,0.0443349753694581,0.0158730158730159,0.0636363636363636
SRSF4,0.126050420168067,0.0886699507389163,0.142857142857143,0.113636363636364
MECR,0,0.0147783251231527,0,0
PTPRU,0,0,0,0
MATN1-AS1,0.00840336134453781,0.00985221674876847,0,0.0136363636363636
LAPTM5,0.689075630252101,0.911330049261084,0.698412698412698,0.795454545454545
SDC3,0.0336134453781513,0.00985221674876847,0.0317460317460317,0.00909090909090909
PUM1,0.126050420168067,0.0738916256157636,0.19047619047619,0.0772727272727273
SNRNP40,0.126050420168067,0.0738916256157636,0.111111111111111,0.0590909090909091
ZCCHC17,0.0168067226890756,0.0541871921182266,0.0158730158730159,0.0409090909090909
FABP3,0.0252100840336134,0.108374384236453,0.0317460317460317,0.181818181818182
SERINC2,0.0168067226890756,0.187192118226601,0,0.113636363636364
TINAGL1,0.0672268907563025,0.0246305418719212,0.158730158730159,0.0363636363636364
PEF1,0.117647058823529,0.0591133004926108,0.174603174603175,0.0909090909090909
COL16A1,0.00840336134453781,0,0,0.0136363636363636
PTP4A2,0.210084033613445,0.083743842364532,0.206349206349206,0.240909090909091
KHDRBS1,0.235294117647059,0.0886699507389163,0.26984126984127,0.240909090909091
TMEM39B,0.0252100840336134,0.0147783251231527,0.0952380952380952,0.0136363636363636
KPNA6,0.0756302521008403,0.0394088669950739,0.0952380952380952,0.0409090909090909
TXLNA,0.0168067226890756,0.0344827586206897,0.0476190476190476,0.00909090909090909
CCDC28B,0.0168067226890756,0.0147783251231527,0.0158730158730159,0.0227272727272727
TMEM234,0.0420168067226891,0.00985221674876847,0.0476190476190476,0.0136363636363636
EIF3I,0.134453781512605,0.177339901477833,0.301587301587302,0.177272727272727
FAM167B,0.19327731092437,0.0985221674876847,0.0793650793650794,0.0363636363636364
LCK,0.109243697478992,0.0935960591133005,0.174603174603175,0.281818181818182
HDAC1,0.117647058823529,0.0492610837438424,0.142857142857143,0.154545454545455
MARCKSL1,0.504201680672269,0.197044334975369,0.53968253968254,0.377272727272727
FAM229A,0.00840336134453781,0,0,0.00454545454545455
BSDC1,0.0420168067226891,0.0443349753694581,0,0.0272727272727273
ZBTB8OS,0.117647058823529,0.0738916256157636,0.0793650793650794,0.0590909090909091
RBBP4,0.142857142857143,0.0985221674876847,0.19047619047619,0.190909090909091
SYNC,0,0.00492610837438424,0.0158730158730159,0.00454545454545455
KIAA1522,0.00840336134453781,0.00985221674876847,0.0476190476190476,0.00909090909090909
YARS,0.0588235294117647,0.0443349753694581,0.0793650793650794,0.0772727272727273
S100PBP,0.100840336134454,0.0640394088669951,0.0634920634920635,0.0363636363636364
TMEM54,0.0168067226890756,0.00985221674876847,0.0158730158730159,0.0136363636363636
RNF19B,0.0336134453781513,0.0197044334975369,0.0476190476190476,0.0136363636363636
AK2,0.0504201680672269,0.123152709359606,0.0793650793650794,0.1
AZIN2,0,0,0,0
ZNF362,0.0336134453781513,0.0295566502463054,0,0.0227272727272727
PHC2,0.0840336134453782,0.113300492610837,0.111111111111111,0.0636363636363636
SMIM12,0.0420168067226891,0.0640394088669951,0.126984126984127,0.0409090909090909
GJA4,0.0168067226890756,0.0246305418719212,0.174603174603175,0.00454545454545455
TMEM35B,0.0756302521008403,0.0147783251231527,0.0793650793650794,0.0409090909090909
ZMYM6,0.0168067226890756,0,0.0476190476190476,0.0136363636363636
ZMYM1,0.0168067226890756,0.00985221674876847,0.0317460317460317,0.0136363636363636
SFPQ,0.218487394957983,0.123152709359606,0.174603174603175,0.240909090909091
ZMYM4,0.0252100840336134,0.0147783251231527,0.0634920634920635,0.0409090909090909
KIAA0319L,0.0336134453781513,0.0246305418719212,0.0793650793650794,0.0272727272727273
NCDN,0.00840336134453781,0,0,0.00454545454545455
AC004865.2,0.00840336134453781,0.00985221674876847,0,0.00454545454545455
PSMB2,0.184873949579832,0.147783251231527,0.19047619047619,0.168181818181818
C1orf216,0,0.00492610837438424,0,0.00909090909090909
CLSPN,0.0336134453781513,0.00492610837438424,0.0317460317460318,0.0181818181818182
AGO4,0.0168067226890756,0.00985221674876847,0.0317460317460317,0.0363636363636364
AGO1,0.0168067226890756,0.00985221674876847,0.0317460317460317,0.0181818181818182
AGO3,0.092436974789916,0.0394088669950739,0.0793650793650794,0.0272727272727273
ADPRHL2,0.0336134453781513,0.0147783251231527,0.0317460317460317,0.0227272727272727
TRAPPC3,0.109243697478992,0.0886699507389163,0.0952380952380952,0.145454545454545
MAP7D1,0.0504201680672269,0.0246305418719212,0.0634920634920635,0.05
THRAP3,0.142857142857143,0.118226600985222,0.158730158730159,0.140909090909091
SH3D21,0.0168067226890756,0.00492610837438424,0,0.00909090909090909
EVA1B,0.0588235294117647,0.0147783251231527,0.0476190476190476,0.0181818181818182
STK40,0.0252100840336134,0.0147783251231527,0.0317460317460317,0.0227272727272727
LSM10,0.0840336134453782,0.108374384236453,0.111111111111111,0.118181818181818
OSCP1,0,0.00985221674876847,0,0
MRPS15,0.0504201680672269,0.192118226600985,0.126984126984127,0.0818181818181818
CSF3R,0.0168067226890756,0.0492610837438424,0.0317460317460317,0.0272727272727273
LINC01137,0,0.00985221674876847,0.0158730158730159,0.0136363636363636
ZC3H12A,0.0672268907563025,0.0640394088669951,0.206349206349206,0.0863636363636364
MEAF6,0.142857142857143,0.187192118226601,0.142857142857143,0.209090909090909
SNIP1,0.00840336134453781,0.0147783251231527,0.0952380952380952,0.00909090909090909
DNALI1,0.00840336134453781,0.00492610837438424,0,0.0136363636363636
GNL2,0.00840336134453781,0.0197044334975369,0.0476190476190476,0.0136363636363636
C1orf109,0.0168067226890756,0.00985221674876847,0.0476190476190476,0.0181818181818182
CDCA8,0.00840336134453781,0.00492610837438424,0.0158730158730159,0.00454545454545455
MANEAL,0.00840336134453781,0.00492610837438424,0,0
YRDC,0.0336134453781513,0,0,0.0363636363636364
C1orf122,0.0672268907563025,0.0394088669950739,0.0793650793650794,0.0772727272727273
MTF1,0.00840336134453781,0.0147783251231527,0.0317460317460317,0.00909090909090909
INPP5B,0,0.00492610837438424,0.0317460317460317,0.0181818181818182
SF3A3,0.0672268907563025,0.0689655172413793,0.0476190476190476,0.0954545454545455
FHL3,0.0756302521008403,0.0492610837438424,0.0317460317460317,0.0409090909090909
UTP11,0.0672268907563025,0.0492610837438424,0.174603174603175,0.0409090909090909
RRAGC,0.0420168067226891,0.0246305418719212,0.0317460317460317,0.0454545454545455
AL139260.1,0,0.00985221674876847,0,0
MYCBP,0,0,0.0317460317460317,0.00454545454545455
AKIRIN1,0.00840336134453781,0.0591133004926108,0.0634920634920635,0.0818181818181818
NDUFS5,0.915966386554622,1.02955665024631,0.682539682539683,1.14545454545455
MACF1,0.176470588235294,0.16256157635468,0.142857142857143,0.172727272727273
PABPC4,0.126050420168067,0.118226600985222,0.142857142857143,0.181818181818182
PPIE,0.100840336134454,0.0935960591133005,0.0634920634920635,0.131818181818182
BMP8B,0.00840336134453781,0.00985221674876847,0,0.0136363636363636
OXCT2,0,0.00492610837438424,0.0158730158730159,0.00454545454545455
AL033527.3,0.0420168067226891,0.00492610837438424,0,0.0181818181818182
AL033527.5,0,0.00492610837438424,0,0
TRIT1,0.117647058823529,0.00985221674876847,0.0317460317460317,0.0363636363636364
MYCL,0.0168067226890756,0.0246305418719212,0,0.0363636363636364
MFSD2A,0.00840336134453781,0.00985221674876847,0,0.0136363636363636
CAP1,0.210084033613445,0.399014778325123,0.365079365079365,0.454545454545455
