,met1,met2
TRAPPC12,0.182330827067669,0.10210493245366
ADI1,0.591478696741855,0.999057492931197
AC231981.1,0.0494987468671679,0.021363493559535
RNASEH1,0.112155388471178,0.0688030160226202
RNASEH1-AS1,0.0952380952380952,0.0578071002199183
RPS7,21.9906015037594,19.0260760289035
COLEC11,0.0269423558897243,0.00345585925227773
ALLC,0.0150375939849624,0.0116242538485705
AC010907.1,0.0075187969924812,0.000942507068803016
DCDC2C,0.0006265664160401,0.00125667609173735
AC012445.1,0,0.00157084511467169
LINC01249,0.0319548872180451,0.00157084511467169
AC107057.1,0.0100250626566416,0
SOX11,0.415413533834586,0.115928369462771
CMPK2,0.012531328320802,0.0197926484448633
RSAD2,0.0219298245614035,0.0150801131008483
AC017076.1,0.0050125313283208,0.00125667609173735
RNF144A,0.203007518796992,0.0804272698711907
LINC01814,0.0219298245614035,0.0135092679861766
ID2-AS1,0.0012531328320802,0.00219918316054037
ID2,1.10964912280702,0.718818724473767
KIDINS220,0.505012531328321,0.258561105874961
MBOAT2,0.193609022556391,0.137920201068175
ASAP2,0.0476190476190476,0.0439836632108074
ITGB1BP1,0.240601503759398,0.256047753691486
CPSF3,0.199874686716792,0.159597863650644
IAH1,0.43546365914787,0.541941564561734
ADAM17,0.0839598997493734,0.0694313540684888
AC073195.1,0.0426065162907268,0.0229343386742067
YWHAQ,2.67543859649123,2.89255419415646
AC082651.1,0.0025062656641604,0.00251335218347471
AC082651.3,0.0169172932330827,0.0135092679861766
TAF1B,0.120927318295739,0.124725102104932
AC010969.2,0.0181704260651629,0.0109959158027019
GRHL1,0.0156641604010025,0.0257618598806158
AC104794.2,0.0369674185463659,0.0197926484448633
KLF11,0.1265664160401,0.0816839459629281
RRM2,0.0720551378446115,0.0929940307885642
AC007240.1,0.0018796992481203,0.0056550424128181
C2orf48,0.0031328320802005,0.00314169022934339
HPCAL1,0.664160401002506,0.642161482877788
ODC1,0.728070175438597,0.334590009425071
AC007249.2,0.0056390977443609,0.00125667609173735
NOL10,0.112155388471178,0.0892240025133522
RN7SL832P,0.0037593984962406,0.00188501413760603
ATP6V1C2,0.258145363408521,0.0656613257932768
PDIA6,1.40726817042607,3.49136035186931
LINC01954,0.0181704260651629,0.00754005655042413
KCNF1,0.172305764411028,0.0873389883757461
AC062028.1,0.100877192982456,0.0320452403393025
C2orf50,0.0043859649122807,0.00816839459629281
PQLC3,0.0225563909774436,0.0267043669494188
ROCK2,0.147869674185464,0.158027018535972
E2F6,0.101503759398496,0.0841972981464028
GREB1,0.0263157894736842,0.078856424756519
LPIN1,0.288220551378446,0.175620483820295
AC012456.2,0.0012531328320802,0.00125667609173735
MIR3681HG,0.143483709273183,0.0314169022934339
TRIB2,0.226817042606516,0.187244737668866
AC073062.1,0.0006265664160401,0.0106817467797675
LINC00276,0.0012531328320802,0.000628338045868677
AC016730.1,0.0006265664160401,0.00628338045868677
FAM84A,0.154761904761905,0.0967640590637763
NBAS,0.208020050125313,0.129123468426013
DDX1,0.330827067669173,0.226201696512724
MYCN,0.0093984962406015,0.000314169022934339
SMC6,0.138471177944862,0.10210493245366
GEN1,0.0401002506265664,0.0345585925227773
KCNS3,0.0269423558897243,0.134150172792963
AC079148.1,0.0037593984962406,0.00471253534401508
RDH14,0.356516290726817,0.354382657869934
NT5C1B,0.0012531328320802,0.000628338045868677
LINC01376,0.0093984962406015,0.0103675777568332
OSR1,0.0043859649122807,0.00848256361922714
LINC00954,0.0093984962406015,0.0144517750549796
TTC32,0.25062656641604,0.201382343700911
AC013400.1,0.006265664160401,0.00659754948162111
WDR35,0.204887218045113,0.113729186302231
AC079145.1,0.0401002506265664,0.0449261702796104
LAPTM4A,0.973684210526316,1.37888784165881
AC098828.2,0.0093984962406015,0.00534087338988376
SDC1,0.0469924812030075,0.0901665095821552
PUM2,0.371553884711779,0.338988375746151
RHOB,2.87092731829574,1.18378887841659
HS1BP3,0.06265664160401,0.0537229029217719
AC012065.3,0.0018796992481203,0.000942507068803016
LDAH,0.101503759398496,0.0911090166509582
AC018742.1,0,0.000942507068803016
LINC01830,0.006265664160401,0.000314169022934339
AC068490.1,0.0031328320802005,0.000628338045868677
AC012506.3,0.131578947368421,0.0999057492931197
AC012506.4,0.0037593984962406,0.00157084511467169
KLHL29,0.087719298245614,0.0738297203895696
AC009242.1,0.0093984962406015,0.0232485076971411
ATAD2B,0.0670426065162907,0.0524662268300346
UBXN2A,0.280075187969925,0.224630851398052
MFSD2B,0.0012531328320802,0.000942507068803016
WDCP,0.0401002506265664,0.0279610430411561
FKBP1B,0.0213032581453634,0.0273327049952875
SF3B6,1.69799498746867,1.80710021991832
FAM228B,0.0852130325814536,0.0907948476280239
TP53I3,0.0363408521303258,0.1354068488847
PFN4,0.0056390977443609,0.00502670436694942
ITSN2,0.130952380952381,0.127552623311342
NCOA1,0.137844611528822,0.097392397109645
PTRHD1,0.681704260651629,0.487276154571159
CENPO,0.0463659147869674,0.0355010995915803
ADCY3,0.0614035087719298,0.0424128180961357
AC012073.1,0.0012531328320802,0.00219918316054037
DNAJC27,0.0745614035087719,0.0499528746465598
DNAJC27-AS1,0.0363408521303258,0.0267043669494188
EFR3B,0.140977443609023,0.16368206094879
POMC,0.0031328320802005,0.0169651272384543
DNMT3A,0.193609022556391,0.113415017279296
AC012074.1,0.0068922305764411,0.00125667609173735
DTNB,0.156641604010025,0.160226201696513
ASXL2,0.107142857142857,0.0876531573986805
KIF3C,0.177944862155388,0.0556079170593779
RAB10,0.465538847117794,0.423499842915489
GAREM2,0.0106516290726817,0.00377002827521206
HADHA,0.528195488721805,0.54382657869934
HADHB,0.332706766917293,0.379516179704681
ADGRF3,0.0050125313283208,0.00282752120640905
SELENOI,0.222431077694236,0.112158341187559
DRC1,0.037593984962406,0.108074143889412
C2orf70,0.0726817042606516,0.0995915802701854
CIB4,0.0018796992481203,0.00125667609173735
KCNK3,0.0789473684210526,0.119698397737983
SLC35F6,0.0444862155388471,0.0461828463713478
CENPA,0.0946115288220551,0.0543512409676406
DPYSL5,0.108395989974937,0.0201068174677977
MAPRE3,0.276942355889724,0.269557021677663
TMEM214,0.0758145363408521,0.0640904806786051
AGBL5,0.0883458646616541,0.0684888469996858
AC013403.2,0.0006265664160401,0.000942507068803016
OST4,2.41604010025063,2.61922714420358
EMILIN1,0.0093984962406015,0.0116242538485705
KHK,0.0983709273182957,0.103047439522463
CGREF1,0.0269423558897243,0.00785422557335847
ABHD1,0.0037593984962406,0.00377002827521206
PREB,0.234962406015038,0.203895695884386
TCF23,0.0037593984962406,0.0113100848256362
SLC5A6,0.0802005012531328,0.0464970153942821
ATRAID,0.825814536340852,1.55796418473139
CAD,0.0914786967418546,0.061262959472196
SLC30A3,0.043859649122807,0.00188501413760603
TRIM54,0.0050125313283208,0.00628338045868677
UCN,0.0012531328320802,0.00659754948162111
MPV17,0.259398496240602,0.155827835375432
GTF3C2,0.135964912280702,0.0848256361922714
GTF3C2-AS1,0.0025062656641604,0.000628338045868677
AC074117.1,0.0225563909774436,0.0219918316054037
EIF2B4,0.18734335839599,0.143261074458058
SNX17,0.233709273182957,0.256676091737355
ZNF513,0.0401002506265664,0.0301602262016965
PPM1G,0.879699248120301,0.650644046497015
NRBP1,0.261904761904762,0.210179076343073
KRTCAP3,0.303258145363409,0.273955387998743
IFT172,0.0407268170426065,0.0449261702796104
FNDC4,0.0363408521303258,0.0157084511467169
C2orf16,0.0012531328320802,0.00125667609173735
ZNF512,0.265037593984962,0.164310398994659
CCDC121,0.0513784461152882,0.0351869305686459
GPN1,0.113408521303258,0.119384228715049
SUPT7L,0.208020050125313,0.187873075714735
SLC4A1AP,0.147243107769424,0.148916116870877
LINC01460,0,0.00188501413760603
MRPL33,1.83145363408521,1.04147031102733
RBKS,0.0469924812030075,0.0455545083254791
BABAM2,0.121553884711779,0.0857681432610745
AC093690.1,0.0012531328320802,0.00125667609173735
FOSL2,0.0469924812030075,0.061262959472196
PLB1,0.0382205513784461,0.0292177191328935
AC074011.1,0.0043859649122807,0.00157084511467169
AC092164.1,0.0093984962406015,0.00848256361922714
PPP1CB,0.606516290726817,0.639648130694314
SPDYA,0.0595238095238095,0.0326735783851712
AC097724.1,0.0031328320802005,0.000628338045868677
TRMT61B,0.155388471177945,0.111215834118756
WDR43,0.171679197994987,0.108074143889412
TOGARAM2,0.0031328320802005,0.00251335218347471
CLIP4,0.0432330827067669,0.0254476908576814
ALK,0.0056390977443609,0.000314169022934339
AC016907.2,0.0006265664160401,0.00377002827521206
YPEL5,0.341478696741855,0.378573672635878
LBH,0.130325814536341,0.0153942821237826
LCLAT1,0.100877192982456,0.0732013823437009
CAPN13,0.0526315789473684,0.041784480050267
GALNT14,0.0213032581453634,0.0040841972981464
EHD3,0.0137844611528822,0.00722588752748979
MEMO1,0.081453634085213,0.0568645931511153
DPY30,1.07518796992481,1.25384857053095
SPAST,0.105889724310777,0.0747722274583726
AL121658.1,0.0131578947368421,0.00942507068803016
SLC30A6,0.0845864661654135,0.0917373546968269
YIPF4,0.49874686716792,0.474395224630851
BIRC6,0.37280701754386,0.256047753691486
TTC27,0.0476190476190476,0.0333019164310399
FAM98A,0.0776942355889724,0.038014451775055
CRIM1,0.0025062656641604,0
FEZ2,0.114661654135338,0.0640904806786051
STRN,0.0582706766917293,0.0402136349355953
HEATR5B,0.12406015037594,0.0970782280867107
GPATCH11,0.0739348370927318,0.0741438894125039
EIF2AK2,0.271929824561404,0.253534401508011
CEBPZOS,0.286340852130326,0.266101162425385
CEBPZ,0.401629072681704,0.253534401508011
NDUFAF7,0.113408521303258,0.0688030160226202
PRKD3,0.0018796992481203,0.00219918316054037
QPCT,0.0275689223057644,0.000314169022934339
CDC42EP3,0.357769423558897,0.172478793590952
RMDN2,0.0037593984962406,0.00754005655042413
ATL2,0.105889724310777,0.0732013823437009
HNRNPLL,0.232456140350877,0.256047753691486
AC011247.2,0.0031328320802005,0.000942507068803016
GALM,0.0018796992481203,0.00534087338988376
SRSF7,1.45175438596491,1.04178448005027
GEMIN6,0.143483709273183,0.0826264530317311
DHX57,0.102756892230576,0.0392711278667923
MORN2,0.445488721804511,0.427269871190701
ARHGEF33,0.0350877192982456,0.0304743952246308
AC019171.1,0.0357142857142857,0.00722588752748979
SOS1,0.115914786967419,0.101790763430726
MAP4K3,0.105263157894737,0.0907948476280239
AC007388.1,0.139097744360902,0.0895381715362865
TMEM178A,0.0112781954887218,0.00188501413760603
THUMPD2,0.208020050125313,0.110901665095822
SLC8A1-AS1,0.0319548872180451,0.0518378887841659
SLC8A1,0.258145363408521,0.146716933710336
