,met1,met2
ENO1-AS1,0.0217171717171717,0.00958144225920323
CA6,0.00656565656565657,0.0398386283408976
SLC2A5,0.00454545454545454,0.00176500252143217
GPR157,0.0106060606060606,0.0171457387796268
MIR34AHG,0.0136363636363636,0.0168935955622794
LINC01759,0.0196969696969697,0.0226928895612708
H6PD,0.0333333333333333,0.0262228946041351
SPSB1,0.0313131313131313,0.0547150781643974
SLC25A33,0.165151515151515,0.118003025718608
TMEM201,0.047979797979798,0.0315179021684317
PIK3CD,0.0156565656565657,0.0100857286938981
PIK3CD-AS2,0.0737373737373737,0.0267271810388301
CLSTN1,0.286868686868687,0.321230458900656
CTNNBIP1,0.251010101010101,0.207261724659607
LZIC,0.154545454545455,0.170953101361573
NMNAT1,0.0232323232323232,0.0171457387796268
RBP7,0.0893939393939394,0.0481593545133636
UBE4B,0.208585858585859,0.0864851235501765
KIF1B,0.340909090909091,0.192133131618759
PGD,0.65,0.499495713565305
CENPS-CORT,0.00303030303030303,0.00302571860816944
CENPS,0.0368686868686869,0.0194150277357539
DFFA,0.126767676767677,0.1089258698941
PEX14,0.0762626262626263,0.0685829551185073
CASZ1,0.0707070707070707,0.0708522440746344
C1orf127,0.24040404040404,0.194150277357539
TARDBP,0.18989898989899,0.223903177004539
AL109811.3,0.0131313131313131,0.0181543116490166
SRM,0.649494949494949,0.655572365103379
EXOSC10,0.231313131313131,0.192889561270802
AL109811.1,0.00505050505050505,0
AL109811.2,0.0136363636363636,0.0115985879979829
MTOR,0.109090909090909,0.0577407967725668
UBIAD1,0.0570707070707071,0.0542107917297025
DISP3,0.0196969696969697,0.0128593040847201
FBXO2,0.00555555555555556,0.0100857286938981
FBXO44,0.128282828282828,0.129349470499244
FBXO6,0.0373737373737374,0.0317700453857791
MAD2L2,0.722222222222222,0.656328794755421
DRAXIN,0.00808080808080808,0.00630358043368633
AGTRAP,0.175757575757576,0.247604639435199
MTHFR,0.0585858585858586,0.0486636409480585
CLCN6,0.0606060606060606,0.0501765002521432
NPPA,0.61010101010101,1.21381744831064
KIAA2013,0.188383838383838,0.184568835098336
PLOD1,0.264141414141414,0.564044377206253
MFN2,0.0909090909090909,0.0665658093797277
MIIP,0.112626262626263,0.0932929904185577
TNFRSF1B,0.0297979797979798,0.0234493192133132
VPS13D,0.105050505050505,0.0526979324256178
DHRS3,0.0171717171717172,0.0163893091275845
PRDM2,0.143434343434343,0.0769036812909733
KAZN,0.047979797979798,0.013363590519415
TMEM51,0.0409090909090909,0.0627836611195159
C1orf195,0.0146464646464646,0.00428643469490671
FHAD1,0.0166666666666667,0.0237014624306606
AL031283.2,0.00606060606060606,0.00353000504286435
AL031283.1,0.00252525252525253,0.00100857286938981
EFHD2,0.179292929292929,0.188855269793243
CASP9,0.0454545454545455,0.0363086232980333
DNAJC16,0.0737373737373737,0.0400907715582451
AGMAT,0.00858585858585859,0.00630358043368633
AL121992.1,0.0262626262626263,0.0131114473020676
DDI2,0.0878787878787879,0.0471507816439738
PLEKHM2,0.0777777777777778,0.0648008068582955
SLC25A34,0.00757575757575758,0.00882501260716087
FBLIM1,0.0636363636363636,0.0837115481593545
