,1,2,3,5,6,7
ARHGEF16,0.0386904761904762,0.0445049954586739,0.029445073612684,0.0411255411255411,0.0433212996389892,0.00459770114942529
AL512413.1,0.00297619047619048,0.000908265213442325,0.00226500566251416,0.00216450216450216,0,0
MEGF6,0.00446428571428571,0.0136239782016349,0.00566251415628539,0.0108225108225108,0.00541516245487365,0.0137931034482759
AL513320.1,0.00446428571428571,0.000908265213442325,0.00453001132502831,0.00649350649350649,0.0072202166064982,0.00459770114942529
TPRG1L,0.0580357142857143,0.07811080835604,0.0792751981879955,0.11038961038961,0.115523465703971,0.0551724137931034
WRAP73,0.168154761904762,0.269754768392371,0.184597961494904,0.199134199134199,0.274368231046931,0.105747126436782
TP73,0.175595238095238,0.200726612170754,0.117780294450736,0.164502164502165,0.175090252707581,0.151724137931034
AL136528.1,0.0498511904761905,0.075386012715713,0.0543601359003398,0.0346320346320346,0.0685920577617329,0.00689655172413793
AL136528.2,0.00148809523809524,0.000908265213442325,0.00113250283125708,0,0,0
SMIM1,0.202380952380952,0.186194368755677,0.057757644394111,0.11038961038961,0.0938628158844765,0.0528735632183908
LRRC47,0.172619047619048,0.190735694822888,0.240090600226501,0.242424242424242,0.305054151624549,0.114942528735632
AL365330.1,0.00223214285714286,0.00454132606721163,0.00113250283125708,0.00216450216450216,0.0072202166064982,0.00459770114942529
CEP104,0.118303571428571,0.11716621253406,0.150622876557191,0.246753246753247,0.1985559566787,0.0942528735632184
DFFB,0.0267857142857143,0.0281562216167121,0.0498301245753114,0.0432900432900433,0.055956678700361,0.0413793103448276
C1orf174,0.127232142857143,0.167120799273388,0.131370328425821,0.235930735930736,0.13898916967509,0.0505747126436782
LINC01134,0.0401785714285714,0.0345140781108084,0.0158550396375991,0.0238095238095238,0.0469314079422383,0.0206896551724138
LINC01346,0.168154761904762,0.255222524977293,0.103057757644394,0.11038961038961,0.205776173285199,0.0275862068965517
LINC01345,0.00595238095238095,0.00544959128065395,0.0226500566251416,0.00865800865800866,0.0324909747292419,0
AL805961.2,0.00297619047619048,0.00817438692098093,0.00113250283125708,0.00216450216450216,0.0144404332129964,0
LINC01777,0.000744047619047619,0,0.00113250283125708,0.00216450216450216,0.00180505415162455,0
AJAP1,0.0163690476190476,0.0399636693914623,0.0305775764439411,0.0367965367965368,0.0469314079422383,0.0229885057471264
AL691497.1,0.00520833333333333,0,0.014722536806342,0.00865800865800866,0.0180505415162455,0
AL139823.1,0.00223214285714286,0.00181653042688465,0,0,0.00180505415162455,0
NPHP4,0.0513392857142857,0.0653950953678474,0.072480181200453,0.0909090909090909,0.0938628158844765,0.0758620689655172
KCNAB2,0.116815476190476,0.147138964577657,0.10872027180068,0.116883116883117,0.137184115523466,0.177011494252874
CHD5,0.00446428571428571,0.00544959128065395,0.00113250283125708,0.00649350649350649,0.00180505415162455,0.00459770114942529
RPL22,11.9129464285714,10.5894641235241,12.3295583238958,8.35497835497836,10.5631768953069,7.45747126436782
AL031847.1,0.0178571428571429,0.0245231607629428,0.0135900339750849,0.0216450216450216,0.0324909747292419,0.00229885057471264
RNF207,0.0245535714285714,0.0236148955495005,0.0260475651189128,0.00432900432900433,0.0288808664259928,0.0413793103448276
ICMT,0.124255952380952,0.139872842870118,0.0996602491506229,0.207792207792208,0.207581227436823,0.0574712643678161
GPR153,0.099702380952381,0.102633969118983,0.0645526613816535,0.0714285714285714,0.0794223826714801,0.064367816091954
ACOT7,0.116071428571429,0.151680290644868,0.212910532276331,0.285714285714286,0.370036101083032,0.0229885057471264
AL031848.2,0.0037202380952381,0.00454132606721163,0.00453001132502831,0.00432900432900433,0.0216606498194946,0.0114942528735632
HES2,0.000744047619047619,0.000908265213442325,0,0,0.00180505415162455,0
ESPN,0.444940476190476,0.443233424159855,0.258210645526614,0.294372294372294,0.397111913357401,0.149425287356322
TNFRSF25,0.0550595238095238,0.12897366030881,0.110985277463194,0.149350649350649,0.11913357400722,0.158620689655172
PLEKHG5,0.0610119047619048,0.0744777475022707,0.12004530011325,0.0822510822510823,0.142599277978339,0.0505747126436782
NOL9,0.0625,0.0544959128065395,0.0838052095130238,0.140692640692641,0.146209386281588,0.0735632183908046
TAS1R1,0,0.000908265213442325,0.00339750849377123,0,0,0
ZBTB48,0.0729166666666667,0.0862851952770209,0.0634201585503964,0.0735930735930736,0.113718411552347,0.0206896551724138
KLHL21,0.0669642857142857,0.0908265213442325,0.0939977349943375,0.0454545454545455,0.0938628158844765,0.071264367816092
PHF13,0.0729166666666667,0.0890099909173479,0.0645526613816535,0.123376623376623,0.0974729241877256,0.0689655172413793
THAP3,0.135416666666667,0.146230699364214,0.130237825594564,0.225108225108225,0.126353790613718,0.0551724137931034
DNAJC11,0.084077380952381,0.0953678474114441,0.0985277463193658,0.121212121212121,0.137184115523466,0.0850574712643678
CAMTA1-DT,0,0.00272479564032698,0.00339750849377123,0.00432900432900433,0.00541516245487365,0
CAMTA1,0.95610119047619,0.955495004541326,0.785956964892412,1.004329004329,0.853790613718412,0.873563218390805
AL365194.1,0.052827380952381,0.0653950953678474,0.134767836919592,0.112554112554113,0.167870036101083,0.0183908045977011
AL359881.3,0.000744047619047619,0.000908265213442325,0.00113250283125708,0.00649350649350649,0.0036101083032491,0
AL359881.1,0.000744047619047619,0,0.00226500566251416,0,0.00180505415162455,0.0114942528735632
VAMP3,0.0863095238095238,0.0926430517711172,0.0883352208380521,0.108225108225108,0.0866425992779783,0.0183908045977011
PER3,0.0133928571428571,0.00999091734786558,0.014722536806342,0.0194805194805195,0.0306859205776173,0.0206896551724138
PARK7,1.47916666666667,1.47683923705722,2.30917327293318,1.68398268398268,3.17328519855596,1.1448275862069
AL034417.4,0.00223214285714286,0.00181653042688465,0,0.00649350649350649,0.00180505415162455,0
AL034417.3,0.00148809523809524,0,0,0.00216450216450216,0.00541516245487365,0
ERRFI1,0.015625,0.0345140781108084,0.044167610419026,0.0367965367965368,0.0613718411552347,0.0160919540229885
AL034417.2,0.00520833333333333,0.00181653042688465,0.0135900339750849,0.00216450216450216,0.0252707581227437,0.00689655172413793
LINC01714,0.00297619047619048,0,0.00566251415628539,0,0.0072202166064982,0
SLC45A1,0.00744047619047619,0.0072661217075386,0.0192525481313703,0.00865800865800866,0.0415162454873646,0
RERE,0.254464285714286,0.254314259763851,0.412231030577576,0.372294372294372,0.416967509025271,0.422988505747126
AL357552.2,0.00148809523809524,0,0,0,0.00541516245487365,0
ENO1,3.22470238095238,3.30971843778383,4.17100792751982,2.88311688311688,2.58664259927798,2.51724137931034
ENO1-AS1,0.0171130952380952,0.00635785649409628,0.0249150622876557,0.00865800865800866,0.0216606498194946,0.0160919540229885
CA6,0.0602678571428571,0.0644868301544051,0.00339750849377123,0.0432900432900433,0.0126353790613718,0.0114942528735632
SLC2A5,0,0.00181653042688465,0.00339750849377123,0,0.00541516245487365,0
GPR157,0.025297619047619,0.0163487738419619,0.00679501698754247,0.012987012987013,0.0216606498194946,0.0137931034482759
MIR34AHG,0.0126488095238095,0.0127157129881926,0.0181200453001133,0.00865800865800866,0.0144404332129964,0.0620689655172414
LINC01759,0.03125,0.0272479564032698,0.014722536806342,0.0151515151515152,0.036101083032491,0.00459770114942529
H6PD,0.0148809523809524,0.0317892824704814,0.0226500566251416,0.012987012987013,0.0469314079422383,0.0275862068965517
SPSB1,0.0200892857142857,0.0317892824704814,0.00679501698754247,0.012987012987013,0.0144404332129964,0.0114942528735632
SLC25A33,0.0885416666666667,0.186194368755677,0.109852774631937,0.242424242424242,0.3014440433213,0.0436781609195402
TMEM201,0.037202380952381,0.0317892824704814,0.0509626274065685,0.0757575757575758,0.0523465703971119,0.0482758620689655
PIK3CD,0.00892857142857143,0.00635785649409628,0.0101925254813137,0.00649350649350649,0.0108303249097473,0.00229885057471264
PIK3CD-AS2,0.0319940476190476,0.0317892824704814,0.0860702151755379,0.0303030303030303,0.092057761732852,0.0114942528735632
CLSTN1,0.366071428571429,0.3905540417802,0.295583238958097,0.538961038961039,0.299638989169675,0.324137931034483
CTNNBIP1,0.251488095238095,0.304268846503179,0.295583238958097,0.294372294372294,0.299638989169675,0.0781609195402299
LZIC,0.167410714285714,0.198910081743869,0.157417893544734,0.279220779220779,0.17870036101083,0.103448275862069
NMNAT1,0.0260416666666667,0.0118074477747502,0.0135900339750849,0.0194805194805195,0.0306859205776173,0.0114942528735632
RBP7,0.0126488095238095,0.0181653042688465,0.00679501698754247,0.038961038961039,0.0162454873646209,0.00919540229885057
UBE4B,0.084077380952381,0.0990009082652134,0.219705549263873,0.201298701298701,0.288808664259928,0.124137931034483
KIF1B,0.201636904761905,0.227066303360581,0.394110985277463,0.354978354978355,0.406137184115523,0.358620689655172
PGD,0.581845238095238,0.715712988192552,0.676104190260476,0.738095238095238,0.94043321299639,0.268965517241379
AL139424.1,0.00148809523809524,0.000908265213442325,0,0.00216450216450216,0.00180505415162455,0
CENPS-CORT,0.00297619047619048,0.00454132606721163,0.00226500566251416,0.00649350649350649,0.0108303249097473,0.00229885057471264
CENPS,0.0193452380952381,0.0272479564032698,0.0215175537938845,0.0735930735930736,0.0595667870036101,0.00229885057471264
CORT,0.00148809523809524,0.000908265213442325,0.00339750849377123,0.00216450216450216,0.00541516245487365,0.00229885057471264
DFFA,0.117559523809524,0.113533151680291,0.123442808607022,0.162337662337662,0.157039711191336,0.124137931034483
AL354956.1,0.000744047619047619,0,0.00226500566251416,0,0.00180505415162455,0.00689655172413793
PEX14,0.0848214285714286,0.0871934604904632,0.0860702151755379,0.0952380952380952,0.0866425992779783,0.0367816091954023
CASZ1,0.0907738095238095,0.0899182561307902,0.0951302378255946,0.0995670995670996,0.0740072202166065,0.105747126436782
AL139423.1,0.00148809523809524,0.000908265213442325,0.00339750849377123,0,0.00180505415162455,0
C1orf127,0.241071428571429,0.332425068119891,0.278595696489241,0.175324675324675,0.346570397111913,0.181609195402299
TARDBP,0.238839285714286,0.288828337874659,0.167610419026048,0.471861471861472,0.256317689530686,0.250574712643678
MASP2,0.00520833333333333,0.00817438692098093,0.00226500566251416,0.00216450216450216,0.00180505415162455,0
AL109811.3,0.0282738095238095,0.0227066303360581,0.0203850509626274,0.0151515151515152,0.0108303249097473,0.032183908045977
SRM,0.545386904761905,1.3197093551317,0.722536806342016,0.551948051948052,1.03429602888087,0.473563218390805
EXOSC10,0.185267857142857,0.270663033605813,0.249150622876557,0.30952380952381,0.332129963898917,0.225287356321839
AL109811.1,0.000744047619047619,0.00272479564032698,0.00679501698754247,0,0.00902527075812274,0
AL109811.2,0.0111607142857143,0.0108991825613079,0.0113250283125708,0.0194805194805195,0.0306859205776173,0.00459770114942529
MTOR,0.0610119047619048,0.0708446866485014,0.0917327293318233,0.16017316017316,0.176895306859206,0.0229885057471264
UBIAD1,0.0535714285714286,0.0717529518619437,0.0453001132502831,0.0627705627705628,0.0848375451263538,0.0275862068965517
DISP3,0.0178571428571429,0.0190735694822888,0.0203850509626274,0.025974025974026,0.0288808664259928,0.00689655172413793
FBXO2,0.00223214285714286,0.00544959128065395,0.00226500566251416,0.00216450216450216,0.00541516245487365,0
FBXO44,0.133184523809524,0.155313351498638,0.156285390713477,0.12987012987013,0.133574007220217,0.137931034482759
FBXO6,0.0386904761904762,0.0381471389645777,0.043035107587769,0.0346320346320346,0.0270758122743682,0.0137931034482759
MAD2L2,0.756696428571429,0.88283378746594,0.834654586636467,1.54761904761905,0.897111913357401,0.680459770114943
DRAXIN,0.00818452380952381,0.00635785649409628,0.00792751981879955,0.0151515151515152,0.0108303249097473,0.00919540229885058
AGTRAP,0.250744047619048,0.296094459582198,0.126840317100793,0.363636363636364,0.254512635379061,0.071264367816092
MTHFR,0.0535714285714286,0.0481380563124432,0.0543601359003398,0.0692640692640693,0.0631768953068592,0.0850574712643678
CLCN6,0.0453869047619048,0.0599455040871935,0.0747451868629672,0.0757575757575758,0.0722021660649819,0.0988505747126437
NPPA-AS1,0.000744047619047619,0.00181653042688465,0,0.00216450216450216,0.00541516245487365,0.00229885057471264
NPPA,1.8266369047619,2.04541326067212,0.941109852774632,0.722943722943723,0.815884476534296,1.12413793103448
KIAA2013,0.225446428571429,0.22252497729337,0.216308040770102,0.313852813852814,0.196750902527076,0.160919540229885
PLOD1,0.533482142857143,0.584014532243415,0.243488108720272,0.352813852813853,0.151624548736462,0.271264367816092
MFN2,0.0639880952380952,0.0844686648501362,0.104190260475651,0.101731601731602,0.120938628158845,0.0850574712643678
MIIP,0.078125,0.07811080835604,0.0894677236693092,0.233766233766234,0.126353790613718,0.0367816091954023
TNFRSF1B,0,0.000908265213442325,0,0,0.00180505415162455,0
VPS13D,0.0461309523809524,0.0454132606721163,0.0792751981879955,0.0909090909090909,0.0992779783393502,0.114942528735632
DHRS3,0,0.000908265213442325,0,0.00216450216450216,0.00180505415162455,0.00689655172413793
PRDM2,0.0796130952380952,0.0799273387829246,0.131370328425821,0.127705627705628,0.184115523465704,0.12183908045977
KAZN,0.00818452380952381,0.0145322434150772,0.0453001132502831,0.0281385281385281,0.0812274368231047,0.00229885057471264
TMEM51-AS1,0.00297619047619048,0.000908265213442325,0.00113250283125708,0,0.0036101083032491,0.00689655172413793
TMEM51,0.037202380952381,0.0899182561307902,0.0181200453001133,0.0649350649350649,0.0595667870036101,0.0183908045977011
C1orf195,0.00595238095238095,0.00454132606721163,0.014722536806342,0.00216450216450216,0.0288808664259928,0.00689655172413793
FHAD1,0.0260416666666667,0.0326975476839237,0.0113250283125708,0.0367965367965368,0.0252707581227437,0.0298850574712644
AL031283.2,0.0037202380952381,0.00454132606721163,0.00453001132502831,0.012987012987013,0.00902527075812274,0
AL031283.1,0.0037202380952381,0.000908265213442325,0.00226500566251416,0.00432900432900433,0.0036101083032491,0
EFHD2,0.183035714285714,0.287011807447775,0.14722536806342,0.196969696969697,0.240072202166065,0.137931034482759
CASP9,0.0275297619047619,0.0544959128065395,0.0362400906002265,0.0432900432900433,0.0649819494584837,0.0298850574712644
DNAJC16,0.0520833333333333,0.0426884650317893,0.0668176670441676,0.0735930735930736,0.092057761732852,0.0298850574712644
AGMAT,0.00967261904761905,0.0036330608537693,0.00566251415628539,0.012987012987013,0.01985559566787,0
AL121992.1,0.0133928571428571,0.0118074477747502,0.0203850509626274,0.0411255411255411,0.0433212996389892,0.0229885057471264
DDI2,0.0491071428571429,0.0463215258855586,0.101925254813137,0.103896103896104,0.0992779783393502,0.0528735632183908
PLEKHM2,0.0498511904761905,0.0853769300635786,0.0679501698754247,0.112554112554113,0.104693140794224,0.0597701149425287
SLC25A34,0.0133928571428571,0.00817438692098093,0.00113250283125708,0.00432900432900433,0.0252707581227437,0.00689655172413793
FBLIM1,0.0171130952380952,0.0208900999091735,0.0158550396375991,0.0238095238095238,0.0270758122743682,0.0137931034482759
UQCRHL,0.133184523809524,0.18346957311535,0.104190260475651,0.132034632034632,0.124548736462094,0.0275862068965517
AL450998.2,0.191220238095238,0.238873751135332,0.271800679501699,0.261904761904762,0.418772563176895,0.211494252873563
SPEN,0.21577380952381,0.326067211625795,0.345413363533409,0.346320346320346,0.335740072202166,0.395402298850575
ZBTB17,0.0587797619047619,0.069936421435059,0.0679501698754247,0.103896103896104,0.102888086642599,0.0505747126436782
HSPB7,0.000744047619047619,0.000908265213442325,0.00113250283125708,0.00432900432900433,0,0
CLCNKA,0.0245535714285714,0.0299727520435967,0.014722536806342,0.012987012987013,0.0234657039711191,0.0160919540229885
CLCNKB,0.00446428571428571,0.0190735694822888,0.00113250283125708,0.0194805194805195,0.00541516245487365,0.0114942528735632
FAM131C,0.0133928571428571,0.0399636693914623,0.0271800679501699,0.0108225108225108,0.036101083032491,0.00689655172413793
EPHA2,0.0111607142857143,0.00635785649409628,0.00453001132502831,0.00432900432900433,0.0126353790613718,0.0344827586206897
AL451042.2,0.000744047619047619,0.00272479564032698,0.00226500566251416,0.00216450216450216,0,0
ARHGEF19,0.0334821428571429,0.0508628519527702,0.00792751981879955,0.025974025974026,0.0288808664259928,0.0298850574712644
CPLANE2,0.00967261904761905,0.0136239782016349,0.00566251415628539,0.00216450216450216,0.0072202166064982,0.00919540229885058
FBXO42,0.0758928571428571,0.107175295186194,0.14722536806342,0.177489177489178,0.126353790613718,0.128735632183908
SZRD1,0.203125,0.244323342415985,0.190260475651189,0.29004329004329,0.263537906137184,0.160919540229885
SPATA21,0.00297619047619048,0.000908265213442325,0.00339750849377123,0.00216450216450216,0.00180505415162455,0
NECAP2,0.100446428571429,0.126248864668483,0.129105322763307,0.17965367965368,0.17870036101083,0.0344827586206897
LINC01772,0.000744047619047619,0.00544959128065395,0.00113250283125708,0,0,0
AL137802.2,0.052827380952381,0.0426884650317893,0.0588901472253681,0.0584415584415584,0.0794223826714801,0.0298850574712644
LINC01783,0.0037202380952381,0.00181653042688465,0.0158550396375991,0.00216450216450216,0.0270758122743682,0
NBPF1,0.139880952380952,0.154405086285195,0.253680634201585,0.307359307359307,0.32129963898917,0.266666666666667
AL021920.3,0.000744047619047619,0.00272479564032698,0.00113250283125708,0,0.0072202166064982,0
CROCC,0.250744047619048,0.30063578564941,0.215175537938845,0.158008658008658,0.277978339350181,0.202298850574713
BX284668.2,0.0037202380952381,0.00272479564032698,0.0135900339750849,0.0151515151515152,0.0397111913357401,0.00459770114942529
BX284668.5,0.402529761904762,0.338782924613987,0.353340883352208,0.437229437229437,0.465703971119134,0.124137931034483
BX284668.6,0.0379464285714286,0.0508628519527702,0.0362400906002265,0.0584415584415584,0.0577617328519856,0.0206896551724138
MFAP2,1.15922619047619,1.38237965485922,0.328425821064553,0.787878787878788,0.353790613718412,0.68735632183908
ATP13A2,0.108630952380952,0.127157129881926,0.0973952434881087,0.151515151515152,0.265342960288809,0.0551724137931034
SDHB,0.489583333333333,0.559491371480472,0.335220838052095,0.471861471861472,0.449458483754513,0.0781609195402299
PADI2,0.0200892857142857,0.0145322434150772,0.0249150622876557,0.0367965367965368,0.055956678700361,0.0206896551724138
PADI3,0.00520833333333333,0.0072661217075386,0.00226500566251416,0.0194805194805195,0.0072202166064982,0.00459770114942529
PADI4,0.00223214285714286,0.000908265213442325,0.00566251415628539,0.00432900432900433,0.00180505415162455,0
RCC2,0.183035714285714,0.251589464123524,0.241223103057758,0.478354978354978,0.375451263537906,0.177011494252874
ARHGEF10L,0.0275297619047619,0.0345140781108084,0.0464326160815402,0.0476190476190476,0.0631768953068592,0.0505747126436782
AL136529.1,0.000744047619047619,0,0.0169875424688562,0.0108225108225108,0.0108303249097473,0
IGSF21,0.0357142857142857,0.108083560399637,0.0634201585503964,0.0757575757575758,0.131768953068592,0.0137931034482759
KLHDC7A,0.0037202380952381,0.00272479564032698,0,0.00432900432900433,0,0.00459770114942529
